id,leto,mesec,dan,ura,minuta,sekunda,DOL,dolzina,SIR,sirina,globina,magnituda,regija
536677,2016,10,12,20,38,10.4,E,31.56,N,40.15,8,2.0,WESTERN TURKEY
536676,2016,10,12,20,32,52.0,W,23.07,S,54.46,83,2.9,"ANTOFAGASTA, CHILE"
536678,2016,10,12,20,08,04.1,E,37.85,N,37.94,10,1.6,CENTRAL TURKEY
536679,2016,10,12,20,06,24.0,W,61.78,N,60.46,29,2.2,SOUTHERN ALASKA
536675,2016,10,12,19,23,17.3,E,31.62,N,40.12,22,1.7,WESTERN TURKEY
536674,2016,10,12,19,22,15.6,E,34.23,N,36.67,17,1.5,CENTRAL TURKEY
536669,2016,10,12,19,11,35.0,W,72.02,S,36.33,68,2.9,"BIO-BIO, CHILE"
536671,2016,10,12,18,52,25.0,E,38.54,N,60.36,14,2.0,GREECE
536779,2016,10,12,18,33,32.9,W,37.32,N,48.21,0,2.0,"SAN FRANCISCO BAY AREA, CALIF."
536666,2016,10,12,18,30,16.9,E,31.85,N,37.32,14,1.8,WESTERN AUSTRALIA
536665,2016,10,12,17,55,04.0,W,70.75,S,32.84,80,3.7,"VALPARAISO, CHILE"
536664,2016,10,12,17,55,01.4,E,38.91,N,19.15,6,2.3,WESTERN TURKEY
