id,leto,mesec,DOL,dolzina,regija,minuta,SIR,ura,sirina,dan,magnituda,globina,sekunda
536676,2016,10,W,23.07,"ANTOFAGASTA, CHILE",32,S,20,54.46,12,2.9,83,52.0
536678,2016,10,E,37.85,CENTRAL TURKEY,08,N,20,37.94,12,1.6,10,04.1
536679,2016,10,W,61.78,SOUTHERN ALASKA,06,N,20,60.48,12,2.0,40,25.0
536675,2016,10,E,31.62,WESTERN TURKEY,23,N,19,40.12,12,1.7,22,17.3
536674,2016,10,E,34.23,CENTRAL TURKEY,22,N,19,36.67,12,1.5,17,15.6
536669,2016,10,W,72.02,"BIO-BIO, CHILE",11,S,19,36.33,12,2.9,68,35.0
536671,2016,10,E,38.54,GREECE,52,N,18,60.36,12,2.0,14,25.0
536779,2016,10,W,37.32,"SAN FRANCISCO BAY AREA, CALIF.",33,N,18,48.21,12,2.0,0,32.9
536666,2016,10,E,31.85,WESTERN AUSTRALIA,30,N,18,37.32,12,1.8,14,16.9
537948,2016,10,W,65.35,NORTHERN ALASKA,23,N,18,54.54,12,3.0,4,55.0
536665,2016,10,W,70.75,"VALPARAISO, CHILE",55,S,17,32.84,12,3.7,80,04.0
536664,2016,10,E,38.91,WESTERN TURKEY,55,N,17,19.15,12,2.3,6,01.4
537949,2016,10,W,20.66,"OFFSHORE TARAPACA, CHILE",18,N,17,57.05,12,3.9,39,30.0
536660,2016,10,W,64.58,VIRGIN ISLANDS REGION,50,N,16,95.70,12,2.1,28,51.7
536775,2016,10,W,68.97,"TARAPACA, CHILE",36,S,16,21.17,12,2.6,106,23.8
536655,2016,10,E,13.07,CENTRAL ITALY,28,N,16,42.87,12,2.5,9,32.0
536657,2016,10,E,27.89,WESTERN TURKEY,14,N,16,38.85,12,1.8,15,23.4
536651,2016,10,E,29.05,WESTERN TURKEY,08,N,16,39.54,12,2.6,7,34.4
536652,2016,10,E,20.37,ALBANIA,04,N,16,39.81,12,2.3,6,38.9
536647,2016,10,W,70.95,"OFFSHORE TARAPACA, CHILE",52,S,15,18.68,12,2.8,42,27.0
536658,2016,10,E,82.38,"SOUTHERN XINJIANG, CHINA",30,N,15,36.03,12,4.2,10,18.6
536654,2016,10,E,35.27,CENTRAL TURKEY,29,N,15,39.94,12,1.8,5,23.4
536645,2016,10,E,22.75,GREECE,23,N,15,74.79,12,2.4,2,15.0
536855,2016,10,W,96.89,OKLAHOMA,16,N,15,36.42,12,2.1,4,21.0
536643,2016,10,E,26.36,WESTERN TURKEY,07,N,15,40.52,12,2.0,14,11.2
536703,2016,10,E,37.04,WESTERN TURKEY,52,S,14,17.63,12,2.2,5,20.6
536928,2016,10,E,20.58,GREECE,37,N,14,38.46,12,2.0,11,40.5
536639,2016,10,E,27.01,DODECANESE IS.-TURKEY BORDER REG,34,N,14,36.64,12,2.5,120,31.0
536702,2016,10,W,63.57,CENTRAL ALASKA,21,S,14,24.35,12,2.8,4,30.0
536638,2016,10,E,29.54,WESTERN TURKEY,10,N,14,40.51,12,1.7,11,24.1
536634,2016,10,W,71.56,"OFFSHORE COQUIMBO, CHILE",49,S,13,30.26,12,3.2,24,54.0
536632,2016,10,E,13.15,CENTRAL ITALY,41,N,13,42.95,12,1.5,5,35.4
536631,2016,10,E,37.54,WESTERN TURKEY,36,N,13,38.84,12,1.9,1,53.6
536629,2016,10,E,34.27,CENTRAL TURKEY,14,N,13,36.48,12,2.1,9,20.1
536628,2016,10,E,28.78,WESTERN TURKEY,02,N,13,38.25,12,2.7,7,39.1
536630,2016,10,W,52.51,"ANDREANOF ISLANDS, ALEUTIAN IS.",02,N,13,63.45,12,3.5,216,13.3
536621,2016,10,E,38.10,GREECE,29,N,11,46.23,12,2.0,18,38.0
537945,2016,10,W,18.97,VIRGIN ISLANDS REGION,10,N,11,60.36,12,2.6,14,11.0
536618,2016,10,W,59.06,SOUTHERN ALASKA,39,N,10,10.72,12,2.5,107,13.6
536613,2016,10,E,21.48,KOSOVO-SERBIA-FYROM BORDER REG.,39,N,09,42.01,12,2.5,6,02.4
536612,2016,10,E,38.80,EASTERN TURKEY,51,N,08,37.45,12,2.3,5,05.4
536609,2016,10,E,85.95,NEPAL,29,N,08,27.66,12,4.1,10,30.0
536608,2016,10,E,39.32,CENTRAL TURKEY,24,N,08,51.11,12,2.0,8,44.2
536600,2016,10,E,22.74,GREECE,10,N,08,40.97,12,2.7,2,05.2
536605,2016,10,W,19.69,"OFF COAST OF TARAPACA, CHILE",49,N,07,61.75,12,3.4,37,39.0
536598,2016,10,W,98.81,OKLAHOMA,32,N,07,36.49,12,3.1,6,34.7
536767,2016,10,E,20.41,GREECE,52,N,06,38.12,12,3.1,18,23.7
536590,2016,10,E,23.26,"CRETE, GREECE",41,N,05,35.96,12,3.0,2,53.5
536591,2016,10,E,39.66,AEGEAN SEA,02,N,05,61.75,12,1.9,15,59.0
536589,2016,10,E,20.10,ALBANIA,33,N,04,41.95,12,2.4,19,03.2
536572,2016,10,W,62.34,CENTRAL ALASKA,16,S,04,20.93,12,2.0,188,23.7
536575,2016,10,W,51.61,"ANDREANOF ISLANDS, ALEUTIAN IS.",06,N,04,38.77,12,3.8,41,48.8
536624,2016,10,E,50.71,GULF OF ADEN,01,N,04,13.42,12,4.3,10,27.9
536603,2016,10,W,19.83,"ISLAND OF HAWAII, HAWAII",57,S,03,11.53,12,2.5,14,31.8
536567,2016,10,E,38.76,GREECE,21,N,03,65.66,12,2.0,8,23.6
536571,2016,10,E,26.82,"DODECANESE ISLANDS, GREECE",06,N,03,37.43,12,2.0,13,26.6
536607,2016,10,W,65.66,PUERTO RICO REGION,03,N,03,17.88,12,2.1,10,01.1
536565,2016,10,W,65.68,NORTHERN ALASKA,00,N,03,42.15,12,3.8,18,50.0
536564,2016,10,E,36.59,SYRIA,53,N,02,35.61,12,3.2,20,04.5
536592,2016,10,W,65.91,PUERTO RICO REGION,47,N,02,18.67,12,2.9,37,33.6
536560,2016,10,E,29.65,WESTERN TURKEY,36,N,02,36.15,12,2.1,6,59.3
536854,2016,10,W,97.85,OKLAHOMA,34,N,02,36.82,12,2.7,7,57.5
536854,2016,10,W,97.85,OKLAHOMA,34,N,02,36.82,12,2.7,7,57.5
536559,2016,10,E,28.75,DODECANESE IS.-TURKEY BORDER REG,23,N,02,36.47,12,1.9,5,47.6
536922,2016,10,E,20.58,GREECE,15,N,02,38.54,12,2.1,13,14.9
536557,2016,10,E,13.26,CENTRAL ITALY,08,N,02,42.69,12,2.5,13,16.5
536556,2016,10,W,71.51,"COQUIMBO, CHILE",59,S,01,30.70,12,4.7,41,21.7
536551,2016,10,E,13.63,"MINDORO, PHILIPPINES",40,N,01,32.94,12,5.3,147,10.2
536558,2016,10,W,39.35,"AZORES ISLANDS, PORTUGAL",32,N,01,60.18,12,2.5,10,35.0
536548,2016,10,E,28.96,WESTERN TURKEY,14,N,01,40.62,12,1.6,6,51.3
536547,2016,10,W,29.72,"AZORES ISLANDS, PORTUGAL",10,N,01,39.48,12,2.9,63,13.0
536549,2016,10,E,26.85,"DODECANESE ISLANDS, GREECE",00,N,01,37.43,12,2.1,7,08.7
536550,2016,10,E,44.55,TURKEY-IRAN BORDER REGION,56,N,00,38.89,12,2.2,5,55.0
536546,2016,10,E,33.21,WESTERN AUSTRALIA,22,N,00,60.96,12,2.3,6,37.0
536584,2016,10,W,66.88,PUERTO RICO,59,N,23,17.96,11,2.5,15,34.6
536541,2016,10,E,28.86,WESTERN TURKEY,49,N,23,40.66,11,1.8,15,41.1
536573,2016,10,W,66.89,PUERTO RICO,49,N,23,17.96,11,2.4,14,07.5
536540,2016,10,E,28.96,WESTERN TURKEY,47,N,23,40.60,11,1.9,6,45.7
536539,2016,10,E,28.95,WESTERN TURKEY,44,N,23,40.62,11,2.0,6,18.7
536538,2016,10,E,28.95,WESTERN TURKEY,42,N,23,40.61,11,3.1,5,43.6
536538,2016,10,E,28.95,WESTERN TURKEY,42,N,23,40.61,11,3.1,5,43.6
536543,2016,10,E,28.94,WESTERN TURKEY,41,N,23,40.60,11,2.3,20,32.2
536531,2016,10,E,28.95,WESTERN TURKEY,38,N,23,40.62,11,2.0,7,36.4
536527,2016,10,W,37.55,CENTRAL CALIFORNIA,29,N,23,34.18,11,2.4,8,07.9
536529,2016,10,W,17.95,PUERTO RICO REGION,47,N,22,62.12,11,2.1,14,42.0
536524,2016,10,E,27.61,WESTERN TURKEY,30,N,22,75.98,11,2.2,5,54.4
536518,2016,10,E,28.98,WESTERN TURKEY,46,N,21,40.62,11,2.8,4,14.1
536516,2016,10,E,39.79,EASTERN TURKEY,26,N,21,39.30,11,1.6,5,59.0
536519,2016,10,E,13.07,CENTRAL ITALY,24,N,21,42.87,11,3.2,8,10.3
536522,2016,10,E,40.60,EASTERN TURKEY,18,N,21,49.46,11,2.2,5,38.9
536511,2016,10,E,29.08,WESTERN TURKEY,13,N,21,39.19,11,2.5,5,32.9
536510,2016,10,E,28.02,EASTERN MEDITERRANEAN SEA,12,N,21,35.96,11,2.8,8,32.1
538128,2016,10,W,33.90,"OFFSHORE O'HIGGINS, CHILE",51,N,20,53.94,11,2.6,39,38.0
536500,2016,10,E,27.97,WESTERN TURKEY,32,N,20,40.83,11,1.8,20,26.1
536498,2016,10,W,61.16,"SOUTHERN YUKON TERRITORY, CANADA",19,N,20,19.44,11,2.1,12,37.8
536602,2016,10,E,36.52,DODECANESE IS.-TURKEY BORDER REG,08,S,20,17.32,11,1.5,14,45.7
536493,2016,10,E,35.93,CENTRAL TURKEY,46,N,19,41.69,11,2.3,22,18.2
536619,2016,10,E,33.54,CYPRUS REGION,38,N,19,34.37,11,1.9,23,14.5
536491,2016,10,W,19.11,VIRGIN ISLANDS REGION,02,N,19,42.29,11,2.1,42,26.2
536489,2016,10,E,43.70,EASTERN TURKEY,58,N,18,40.63,11,2.3,5,00.3
536488,2016,10,E,35.67,CENTRAL TURKEY,29,N,18,40.43,11,1.9,8,16.2
536487,2016,10,W,68.47,"ANTOFAGASTA, CHILE",18,S,18,21.82,11,3.8,133,31.0
536486,2016,10,E,28.98,DODECANESE IS.-TURKEY BORDER REG,12,N,18,36.25,11,1.6,18,09.8
536483,2016,10,E,41.72,CENTRAL TURKEY,57,N,17,34.10,11,2.8,23,51.6
536545,2016,10,E,24.77,MYANMAR,50,S,17,31.43,11,4.5,60,58.0
536481,2016,10,W,36.29,OKLAHOMA,29,N,17,37.54,11,2.8,7,04.7
536480,2016,10,E,20.72,ALBANIA,48,N,16,40.59,11,2.4,2,13.9
536478,2016,10,E,38.18,EASTERN TURKEY,17,N,16,40.18,11,2.2,14,22.7
536479,2016,10,E,21.31,KOSOVO-SERBIA-FYROM BORDER REG.,14,N,16,42.15,11,2.1,1,40.2
536479,2016,10,E,21.31,KOSOVO-SERBIA-FYROM BORDER REG.,14,N,16,42.15,11,2.1,1,40.2
536474,2016,10,W,69.78,"TARAPACA, CHILE",12,S,16,21.28,11,2.5,49,42.0
536542,2016,10,W,63.00,CENTRAL ALASKA,12,S,16,28.41,11,2.0,1,24.0
536472,2016,10,W,62.06,CENTRAL ALASKA,55,N,15,38.83,11,2.7,48,31.5
536469,2016,10,W,19.50,VIRGIN ISLANDS REGION,40,N,15,34.25,11,2.5,83,36.8
536470,2016,10,E,30.59,WESTERN AUSTRALIA,15,N,15,61.70,11,1.8,1,16.0
536465,2016,10,E,21.84,GREECE,13,N,14,38.40,11,2.5,14,31.9
536484,2016,10,W,75.51,NORTHERN COLOMBIA,05,N,14,31.90,11,2.6,22,19.4
536455,2016,10,E,29.35,WESTERN TURKEY,37,N,13,36.67,11,2.0,24,34.4
536471,2016,10,E,28.39,EASTERN MEDITERRANEAN SEA,27,N,13,34.71,11,3.1,10,47.6
536462,2016,10,E,20.57,GREECE,02,N,13,38.45,11,2.0,12,26.0
536445,2016,10,W,20.60,"TARAPACA, CHILE",56,N,12,47.47,11,2.9,105,36.1
536459,2016,10,E,27.88,WESTERN TURKEY,49,N,12,38.96,11,2.1,22,00.2
536443,2016,10,W,71.54,"OFFSHORE COQUIMBO, CHILE",47,S,12,30.06,11,3.2,40,51.0
536448,2016,10,E,37.32,CENTRAL TURKEY,31,N,12,38.99,11,2.3,5,42.4
536448,2016,10,E,37.32,CENTRAL TURKEY,31,N,12,38.99,11,2.3,5,42.4
536473,2016,10,W,66.43,PUERTO RICO,01,N,12,18.03,11,2.0,13,07.6
536442,2016,10,E,38.40,GREECE,59,N,11,65.93,11,4.5,10,29.0
536463,2016,10,E,30.83,WESTERN TURKEY,31,N,11,40.52,11,1.6,13,00.0
536438,2016,10,E,39.87,WESTERN TURKEY,27,N,11,58.13,11,2.2,1,43.0
536433,2016,10,E,27.81,WESTERN TURKEY,55,N,10,38.98,11,1.9,14,54.6
536430,2016,10,E,44.99,"CAUCASUS REGION, RUSSIA",52,N,10,19.32,11,3.6,20,49.6
536428,2016,10,E,27.73,WESTERN TURKEY,41,N,10,39.00,11,3.3,12,32.3
536520,2016,10,W,97.40,OKLAHOMA,34,N,10,35.68,11,2.4,5,53.8
538127,2016,10,E,40.72,ALBANIA,22,N,10,53.12,11,2.2,8,39.0
536424,2016,10,W,66.88,PUERTO RICO,08,N,10,17.96,11,2.1,16,23.4
536467,2016,10,E,29.97,WESTERN TURKEY,02,N,10,41.26,11,1.9,9,07.1
536422,2016,10,E,28.65,WESTERN TURKEY,54,N,09,41.14,11,1.7,8,30.2
536421,2016,10,E,27.59,WESTERN TURKEY,50,N,09,37.26,11,2.1,11,03.2
536468,2016,10,E,31.29,WESTERN TURKEY,46,N,09,40.81,11,1.7,22,28.6
536420,2016,10,E,24.94,AEGEAN SEA,38,N,09,38.84,11,3.2,13,07.2
538126,2016,10,E,37.05,WESTERN TURKEY,12,N,09,59.84,11,1.7,24,57.0
536417,2016,10,E,28.06,WESTERN TURKEY,00,N,09,37.23,11,1.9,8,50.8
536521,2016,10,W,59.23,"KENAI PENINSULA, ALASKA",49,N,08,49.64,11,2.4,52,43.0
536436,2016,10,W,66.87,PUERTO RICO,33,N,08,17.98,11,2.2,15,43.7
538130,2016,10,E,38.87,EASTERN TURKEY,14,N,08,51.66,11,1.9,15,58.0
536409,2016,10,E,46.27,SWITZERLAND,10,N,08,19.39,11,1.5,5,02.8
536412,2016,10,E,26.89,"DODECANESE ISLANDS, GREECE",04,N,08,37.12,11,2.3,4,56.9
536403,2016,10,E,29.65,WESTERN TURKEY,01,N,08,40.77,11,1.5,26,04.8
536456,2016,10,E,35.18,CENTRAL TURKEY,54,N,07,37.64,11,1.7,5,22.1
536457,2016,10,E,29.08,WESTERN TURKEY,48,N,07,39.49,11,1.8,25,11.3
536397,2016,10,E,12.95,NORTHERN ITALY,33,N,07,44.11,11,2.9,10,09.2
536400,2016,10,E,95.06,MYANMAR,30,N,07,25.21,11,4.8,91,13.7
538526,2016,10,E,38.92,WESTERN TURKEY,12,S,07,26.67,11,2.3,10,53.0
536398,2016,10,E,85.95,NEPAL,08,N,07,27.67,11,4.6,10,30.0
538131,2016,10,W,38.34,NEVADA,57,N,06,51.48,11,2.2,0,40.0
536482,2016,10,W,19.21,VIRGIN ISLANDS REGION,56,N,06,38.34,11,3.0,32,30.1
536414,2016,10,E,20.67,ALBANIA,34,N,06,40.69,11,2.2,12,31.0
536396,2016,10,W,64.37,VIRGIN ISLANDS REGION,27,N,06,19.25,11,3.2,29,24.1
536416,2016,10,W,66.59,PUERTO RICO REGION,13,N,06,17.85,11,2.0,18,31.3
536411,2016,10,W,65.38,PUERTO RICO REGION,01,N,06,18.02,11,2.1,19,14.1
536402,2016,10,W,67.11,"SAN JUAN, ARGENTINA",46,S,05,31.31,11,4.8,27,36.0
536390,2016,10,W,17.49,FIJI REGION,44,N,05,46.94,11,4.8,530,05.8
536384,2016,10,E,59.90,SOUTHEASTERN IRAN,31,N,05,29.48,11,3.8,10,42.3
536386,2016,10,W,72.28,"OFFSHORE O'HIGGINS, CHILE",28,S,05,34.06,11,3.0,37,50.0
536383,2016,10,E,38.21,EASTERN TURKEY,26,N,05,39.68,11,2.6,9,57.0
536381,2016,10,E,21.60,GREECE,11,N,05,40.61,11,2.3,1,50.7
536410,2016,10,W,65.02,VIRGIN ISLANDS REGION,00,N,05,18.76,11,3.2,16,41.9
536399,2016,10,W,67.22,"MONA PASSAGE, PUERTO RICO",44,N,04,18.23,11,2.5,18,57.8
536388,2016,10,E,43.84,GEORGIA (SAK'ART'VELO),11,N,04,41.85,11,3.0,2,31.0
536389,2016,10,E,20.68,ALBANIA,08,N,04,40.71,11,2.2,16,23.3
536376,2016,10,E,20.68,ALBANIA,52,N,03,40.73,11,2.5,2,40.5
536379,2016,10,E,20.69,ALBANIA,43,N,03,40.71,11,2.1,2,01.5
536768,2016,10,E,20.59,GREECE,39,N,03,38.22,11,2.2,22,57.1
536461,2016,10,E,21.34,MOZAMBIQUE,35,N,03,46.04,11,2.8,10,26.0
536377,2016,10,W,59.99,SOUTHERN ALASKA,43,N,02,65.15,11,2.2,106,54.0
536375,2016,10,E,33.46,CENTRAL TURKEY,20,N,02,40.47,11,2.0,5,21.2
536374,2016,10,W,72.36,"OFFSHORE O'HIGGINS, CHILE",15,S,02,34.01,11,2.5,10,30.0
536373,2016,10,E,32.21,CENTRAL TURKEY,57,N,01,38.60,11,1.5,15,43.5
536372,2016,10,E,27.39,WESTERN TURKEY,42,N,01,37.02,11,2.2,5,27.8
536370,2016,10,W,68.86,"TARAPACA, CHILE",10,S,01,21.15,11,2.9,109,59.0
536517,2016,10,W,96.69,OKLAHOMA,10,N,01,35.87,11,2.3,4,04.5
536368,2016,10,W,33.85,"GREATER LOS ANGELES AREA, CALIF.",47,N,00,33.25,11,2.1,16,55.5
536366,2016,10,E,28.86,WESTERN TURKEY,34,N,00,37.08,11,1.6,3,02.6
536357,2016,10,W,68.27,"ANTOFAGASTA, CHILE",03,S,00,21.60,11,3.4,141,52.0
536345,2016,10,E,30.04,WESTERN TURKEY,24,N,23,37.87,10,1.9,12,43.2
536356,2016,10,E,42.59,CENTRAL ITALY,14,S,23,30.79,10,2.8,10,27.0
536344,2016,10,E,40.62,WESTERN TURKEY,57,N,22,42.34,10,1.9,5,38.8
536341,2016,10,E,33.48,CYPRUS REGION,41,N,22,34.99,10,2.6,10,54.6
536341,2016,10,E,33.48,CYPRUS REGION,41,N,22,34.99,10,2.6,10,54.6
536339,2016,10,W,36.42,OKLAHOMA,39,S,22,78.05,10,2.7,5,02.0
536334,2016,10,E,28.15,DODECANESE IS.-TURKEY BORDER REG,48,N,21,36.39,10,2.3,40,53.9
537785,2016,10,W,96.89,OKLAHOMA,11,N,21,36.44,10,2.2,3,02.4
536333,2016,10,W,70.07,"ANTOFAGASTA, CHILE",10,S,21,23.43,10,2.3,22,20.0
536329,2016,10,W,72.04,"OFFSHORE VALPARAISO, CHILE",41,S,20,32.94,10,3.6,24,29.0
536328,2016,10,W,96.88,OKLAHOMA,27,N,20,36.44,10,3.5,5,55.7
536326,2016,10,W,66.32,NORTHERN ALASKA,22,N,20,44.56,10,2.1,24,27.3
536325,2016,10,E,29.41,WESTERN TURKEY,10,N,20,36.36,10,2.9,5,09.7
536327,2016,10,E,28.82,DODECANESE IS.-TURKEY BORDER REG,03,N,20,36.53,10,1.7,25,29.9
536321,2016,10,W,68.69,"ANTOFAGASTA, CHILE",51,S,18,21.91,10,2.9,109,24.0
536319,2016,10,E,42.48,TURKEY-SYRIA-IRAQ BORDER REGION,50,N,18,37.31,10,3.0,5,10.7
536318,2016,10,E,28.86,WESTERN TURKEY,32,N,18,37.07,10,2.9,10,11.0
538444,2016,10,E,25.95,"CRETE, GREECE",24,N,18,34.50,10,2.4,2,31.1
536312,2016,10,W,58.67,SOUTHEASTERN ALASKA,20,N,18,36.06,10,2.0,8,43.8
536311,2016,10,W,36.21,NEVADA,19,N,18,36.82,10,2.0,5,12.1
536307,2016,10,E,39.07,AEGEAN SEA,02,N,18,36.21,10,2.0,2,28.3
536331,2016,10,W,67.43,"POTOSI, BOLIVIA",01,S,18,21.83,10,4.3,211,15.9
536310,2016,10,E,22.84,GREECE,59,N,17,78.68,10,3.0,1,52.0
536300,2016,10,W,34.06,"GREATER LOS ANGELES AREA, CALIF.",13,N,17,36.72,10,2.3,14,53.3
536304,2016,10,E,34.93,CYPRUS REGION,52,N,16,69.33,10,2.8,12,07.0
536302,2016,10,W,59.82,"KENAI PENINSULA, ALASKA",27,S,16,17.93,10,2.0,46,02.8
536293,2016,10,W,64.69,VIRGIN ISLANDS REGION,03,N,16,18.87,10,3.3,14,43.5
536296,2016,10,W,18.22,PUERTO RICO,00,N,16,37.86,10,2.5,25,42.3
536289,2016,10,W,36.46,OKLAHOMA,49,N,15,37.25,10,2.6,9,59.7
536287,2016,10,E,16.26,POLAND,40,N,15,51.50,10,3.2,1,54.7
536295,2016,10,E,22.00,GREECE,39,N,15,38.37,10,2.1,6,34.2
537869,2016,10,E,39.18,WESTERN TURKEY,37,N,15,54.07,10,2.0,5,56.0
536284,2016,10,W,68.53,"ANTOFAGASTA, CHILE",55,S,14,21.93,10,4.2,123,47.3
536284,2016,10,W,68.53,"ANTOFAGASTA, CHILE",55,S,14,21.93,10,4.2,123,47.3
536283,2016,10,E,25.17,AEGEAN SEA,49,N,14,40.25,10,2.4,17,26.6
537868,2016,10,E,28.30,SOUTHERN IRAN,45,N,14,54.78,10,3.5,8,58.0
536279,2016,10,E,27.51,WESTERN TURKEY,56,N,13,38.16,10,2.7,5,20.7
536282,2016,10,E,35.40,"CRETE, GREECE",54,N,13,55.40,10,3.0,32,30.0
537867,2016,10,W,15.33,TONGA,22,N,13,57.54,10,5.1,15,05.0
536276,2016,10,E,20.60,GREECE,14,N,13,40.04,10,2.4,11,39.3
536309,2016,10,W,18.53,PUERTO RICO REGION,11,N,13,46.61,10,2.7,12,22.7
536268,2016,10,E,40.04,CENTRAL TURKEY,03,N,13,33.97,10,2.0,5,27.9
536267,2016,10,E,27.88,WESTERN TURKEY,49,N,12,37.17,10,1.7,23,47.1
536265,2016,10,W,30.39,"OFFSHORE COQUIMBO, CHILE",36,N,12,33.30,10,4.3,10,21.4
536262,2016,10,E,14.59,SLOVENIA,43,N,11,45.94,10,2.0,2,41.6
538502,2016,10,E,61.23,SOUTHWEST INDIAN RIDGE,33,S,11,28.94,10,4.4,15,51.3
536259,2016,10,E,42.92,CENTRAL ITALY,20,N,11,49.50,10,2.5,10,10.8
536257,2016,10,E,13.18,CENTRAL ITALY,04,N,11,42.92,10,2.5,10,18.6
536256,2016,10,E,19.82,SERBIA,50,N,10,43.27,10,2.5,2,37.5
536253,2016,10,E,27.41,DODECANESE IS.-TURKEY BORDER REG,29,N,10,36.80,10,2.5,4,20.7
536252,2016,10,E,32.27,CENTRAL TURKEY,28,N,10,37.46,10,1.9,21,09.0
536254,2016,10,E,33.33,CENTRAL TURKEY,52,N,09,38.31,10,2.3,5,24.9
536247,2016,10,E,27.39,DODECANESE IS.-TURKEY BORDER REG,27,N,09,36.80,10,2.4,7,59.8
536246,2016,10,E,28.18,WESTERN TURKEY,22,N,09,37.22,10,2.0,5,01.1
536248,2016,10,E,40.04,WESTERN TURKEY,14,N,09,46.92,10,1.6,5,42.2
536240,2016,10,E,33.63,CYPRUS REGION,54,N,08,35.33,10,1.9,5,14.6
536243,2016,10,E,29.28,WESTERN TURKEY,53,N,08,40.48,10,1.8,10,01.0
536264,2016,10,W,67.20,PUERTO RICO REGION,48,N,08,19.08,10,3.1,53,54.1
536238,2016,10,W,32.46,"OFFSHORE VALPARAISO, CHILE",35,S,08,15.32,10,2.7,37,06.8
536233,2016,10,E,39.61,WESTERN TURKEY,32,N,08,36.64,10,1.7,3,15.4
536234,2016,10,E,28.86,DODECANESE IS.-TURKEY BORDER REG,13,N,08,36.76,10,1.8,8,02.2
536330,2016,10,W,51.75,"ANDREANOF ISLANDS, ALEUTIAN IS.",48,N,07,52.38,10,2.6,68,26.0
536227,2016,10,E,38.76,GREECE,31,N,07,61.17,10,2.5,8,07.0
536226,2016,10,E,27.81,WESTERN TURKEY,01,N,07,38.78,10,1.8,4,48.8
536218,2016,10,W,30.31,"COQUIMBO, CHILE",56,N,06,47.53,10,2.6,65,01.2
536219,2016,10,W,68.78,"ANTOFAGASTA, CHILE",49,S,06,22.44,10,3.2,112,06.0
536230,2016,10,W,64.74,VIRGIN ISLANDS REGION,43,N,06,19.07,10,2.8,48,50.8
536220,2016,10,W,66.64,PUERTO RICO REGION,42,N,06,17.89,10,2.4,9,25.9
537865,2016,10,W,32.27,"BAJA CALIFORNIA, MEXICO",25,N,06,53.41,10,2.1,10,05.0
536215,2016,10,E,20.60,GREECE,13,N,06,40.04,10,2.3,1,18.8
536229,2016,10,W,65.37,PUERTO RICO REGION,10,N,06,17.99,10,2.5,17,38.9
536228,2016,10,W,65.37,PUERTO RICO REGION,59,N,05,18.00,10,2.6,14,23.1
536213,2016,10,E,28.97,WESTERN TURKEY,51,N,05,40.61,10,1.9,5,34.2
536391,2016,10,E,32.88,CYPRUS REGION,28,N,05,34.61,10,1.6,9,15.6
536211,2016,10,W,37.46,"SAN FRANCISCO BAY AREA, CALIF.",24,N,05,60.28,10,2.4,9,30.0
536202,2016,10,E,39.69,WESTERN TURKEY,40,N,04,45.98,10,1.8,1,18.2
536200,2016,10,E,23.04,WESTERN AUSTRALIA,31,N,04,36.24,10,2.8,18,09.3
536354,2016,10,E,40.30,WESTERN TURKEY,29,S,04,23.04,10,1.7,5,46.0
536206,2016,10,W,37.13,PORTUGAL,08,N,04,62.01,10,2.1,1,10.0
536353,2016,10,W,36.20,OKLAHOMA,46,S,03,30.67,10,2.8,6,49.0
536195,2016,10,E,29.81,WESTERN TURKEY,18,N,03,38.77,10,2.9,3,38.4
537864,2016,10,W,52.44,"FOX ISLANDS, ALEUTIAN ISLANDS",14,N,03,52.48,10,2.5,12,20.0
536190,2016,10,E,20.10,ALBANIA,58,N,02,40.01,10,3.1,2,13.5
537862,2016,10,W,21.15,"TARAPACA, CHILE",54,N,02,52.54,10,3.0,112,15.0
536208,2016,10,E,29.62,WESTERN TURKEY,43,N,02,36.23,10,1.9,5,04.6
536180,2016,10,W,32.37,"OFFSHORE VALPARAISO, CHILE",39,N,02,19.48,10,3.0,30,11.4
537861,2016,10,E,38.98,WESTERN TURKEY,11,N,02,53.41,10,2.4,7,53.0
536191,2016,10,E,70.94,"HINDU KUSH REGION, AFGHANISTAN",58,N,01,36.62,10,4.4,208,06.2
536169,2016,10,W,71.57,"OFFSHORE COQUIMBO, CHILE",54,S,01,30.09,10,3.4,20,58.0
536164,2016,10,W,70.05,"OFFSHORE ANTOFAGASTA, CHILE",23,S,01,21.43,10,2.5,44,44.0
536170,2016,10,E,24.83,ROMANIA,18,N,01,45.24,10,2.7,5,54.9
536170,2016,10,E,24.83,ROMANIA,18,N,01,45.24,10,2.7,5,54.9
536181,2016,10,E,39.74,EASTERN TURKEY,52,N,00,39.94,10,2.0,21,02.2
536179,2016,10,E,27.21,WESTERN TURKEY,47,N,00,38.00,10,1.6,5,18.3
536157,2016,10,W,51.87,"ANDREANOF ISLANDS, ALEUTIAN IS.",36,N,00,35.83,10,2.5,48,41.6
536159,2016,10,E,37.14,WESTERN TURKEY,34,N,00,52.46,10,1.6,10,17.0
536156,2016,10,E,39.96,EASTERN TURKEY,05,N,00,59.12,10,2.9,5,45.0
536176,2016,10,E,33.65,CENTRAL TURKEY,03,N,00,41.00,10,2.1,12,53.7
538317,2016,10,W,52.26,"FOX ISLANDS, ALEUTIAN ISLANDS",51,N,23,52.27,09,3.5,25,13.0
536231,2016,10,E,21.25,SOUTHERN GREECE,43,N,23,36.48,09,2.2,4,01.6
536172,2016,10,E,28.54,WESTERN TURKEY,23,N,23,37.18,09,1.8,2,07.4
