id,leto,mesec,DOL,dolzina,regija,minuta,SIR,ura,sirina,dan,magnituda,globina,sekunda
538316,2016,10,W,15.92,"GUADELOUPE REGION, LEEWARD ISL.",14,N,23,52.28,09,3.6,26,50.0
536148,2016,10,E,40.10,WESTERN TURKEY,03,N,23,36.03,09,2.0,6,00.0
536143,2016,10,W,90.15,GUATEMALA,55,N,22,14.28,09,4.6,200,07.2
536151,2016,10,E,48.52,AZERBAIJAN,52,N,22,41.14,09,3.6,44,25.3
536141,2016,10,W,68.67,"ANTOFAGASTA, CHILE",48,S,22,21.84,09,3.1,127,42.0
536141,2016,10,W,68.67,"ANTOFAGASTA, CHILE",48,S,22,21.84,09,3.1,127,42.0
536139,2016,10,W,72.10,"OFF COAST OF TARAPACA, CHILE",38,S,22,20.84,09,3.7,24,14.0
536136,2016,10,E,44.89,"CAUCASUS REGION, RUSSIA",03,N,22,61.21,09,3.8,10,14.0
536133,2016,10,E,30.08,WESTERN TURKEY,10,N,21,38.92,09,2.2,5,10.7
536132,2016,10,E,22.10,FYR OF MACEDONIA,00,N,21,41.85,09,2.4,2,42.8
536129,2016,10,E,13.26,CENTRAL ITALY,42,N,20,42.91,09,2.6,6,37.5
536131,2016,10,W,69.47,"ANTOFAGASTA, CHILE",36,S,20,23.97,09,3.1,81,09.0
536149,2016,10,W,64.07,VIRGIN ISLANDS REGION,23,N,20,18.59,09,2.8,31,14.1
536225,2016,10,E,22.17,GREECE,15,N,20,39.23,09,2.1,85,48.6
536126,2016,10,W,99.01,OKLAHOMA,07,N,20,36.51,09,3.0,3,23.5
536127,2016,10,W,38.76,NORTHERN CALIFORNIA,00,N,20,60.40,09,2.3,1,52.0
536122,2016,10,E,35.01,"DODECANESE ISLANDS, GREECE",47,N,19,38.50,09,3.2,2,23.6
536121,2016,10,E,32.76,CYPRUS REGION,35,N,19,73.18,09,2.2,50,53.0
536119,2016,10,W,36.50,OKLAHOMA,32,N,19,47.46,09,2.6,3,28.5
536116,2016,10,W,23.81,"ANTOFAGASTA, CHILE",08,N,19,44.25,09,3.5,263,46.9
536115,2016,10,W,67.44,"ANTOFAGASTA, CHILE",02,S,19,23.81,09,3.5,263,25.0
536224,2016,10,W,52.71,"FOX ISLANDS, ALEUTIAN ISLANDS",00,N,19,49.78,09,3.6,7,07.2
536123,2016,10,W,44.30,OFF COAST OF OREGON,52,N,18,60.20,09,4.1,10,46.0
536120,2016,10,W,64.50,VIRGIN ISLANDS REGION,51,N,18,18.83,09,3.2,2,12.7
536111,2016,10,W,54.44,ALASKA PENINSULA,33,N,18,61.04,09,2.4,10,38.0
536216,2016,10,E,21.91,SOUTHERN GREECE,19,N,18,37.73,09,2.2,2,54.6
536140,2016,10,W,96.76,OKLAHOMA,07,N,18,36.03,09,2.0,3,55.8
536109,2016,10,E,19.75,"KERKIRA REGION, GREECE",05,N,18,75.33,09,2.1,2,28.0
536108,2016,10,E,33.66,NEAR COAST OF SOUTH AUSTRALIA,13,N,17,65.29,09,2.2,15,33.0
536107,2016,10,E,28.16,EASTERN MEDITERRANEAN SEA,50,N,16,35.92,09,2.0,8,13.1
536106,2016,10,W,52.76,"FOX ISLANDS, ALEUTIAN ISLANDS",48,S,16,22.91,09,3.4,10,14.6
536105,2016,10,W,69.24,"TARAPACA, CHILE",41,S,16,19.76,09,3.2,96,04.0
536290,2016,10,W,96.90,OKLAHOMA,37,N,16,36.42,09,2.0,6,59.1
536217,2016,10,E,20.16,GREECE,36,N,16,38.14,09,2.5,7,32.6
536102,2016,10,E,38.18,GREECE,58,N,15,76.53,09,2.0,16,31.0
536099,2016,10,E,40.54,GREECE,04,N,15,14.80,09,2.2,5,53.7
536104,2016,10,W,99.04,OKLAHOMA,37,N,14,36.51,09,2.5,5,32.9
536096,2016,10,W,73.19,NORTHERN COLOMBIA,18,N,14,45.08,09,3.5,144,36.7
536093,2016,10,E,27.70,WESTERN TURKEY,59,N,13,39.01,09,1.9,8,23.8
536089,2016,10,E,36.72,DODECANESE IS.-TURKEY BORDER REG,44,N,13,19.46,09,1.9,64,28.6
536085,2016,10,E,27.70,WESTERN TURKEY,15,N,13,38.85,09,2.0,1,54.2
536084,2016,10,E,40.93,EASTERN TURKEY,13,N,13,40.10,09,2.8,11,07.7
536083,2016,10,W,66.64,PUERTO RICO REGION,02,N,13,17.89,09,2.2,6,29.1
536086,2016,10,E,62.41,NORWEGIAN SEA,57,N,12,58.73,09,4.7,2,26.0
536355,2016,10,W,36.42,OKLAHOMA,40,S,12,28.41,09,3.7,4,28.0
536070,2016,10,E,20.22,GREECE,04,N,12,38.23,09,3.9,2,12.2
536071,2016,10,E,27.87,WESTERN TURKEY,58,N,11,37.25,09,1.7,26,04.8
536071,2016,10,E,27.87,WESTERN TURKEY,58,N,11,37.25,09,1.7,26,04.8
536063,2016,10,E,32.16,CENTRAL TURKEY,27,N,11,39.41,09,1.7,10,10.3
538455,2016,10,W,18.93,PUERTO RICO REGION,18,N,11,44.34,09,2.7,38,26.6
536061,2016,10,E,28.74,DODECANESE IS.-TURKEY BORDER REG,02,N,11,36.52,09,2.0,20,13.5
536079,2016,10,W,64.24,VIRGIN ISLANDS REGION,01,N,11,18.71,09,2.2,61,21.7
536068,2016,10,E,91.17,WESTERN MONGOLIA,59,N,10,49.86,09,3.9,10,52.9
536075,2016,10,W,66.64,PUERTO RICO REGION,59,N,10,17.88,09,2.4,12,36.3
536064,2016,10,W,73.15,NORTHERN COLOMBIA,56,N,10,60.11,09,3.1,148,47.0
536059,2016,10,E,27.70,WESTERN TURKEY,52,N,10,39.01,09,2.7,7,24.4
536058,2016,10,E,27.71,WESTERN TURKEY,51,N,10,39.01,09,2.6,7,14.8
536055,2016,10,E,13.21,CENTRAL ITALY,39,N,10,42.63,09,2.8,11,21.5
536052,2016,10,W,69.13,"TARAPACA, CHILE",17,S,10,20.72,09,2.9,110,50.0
536050,2016,10,E,33.82,CENTRAL TURKEY,05,N,10,36.51,09,1.6,12,57.9
538315,2016,10,W,17.84,PUERTO RICO REGION,42,N,09,57.09,09,2.0,6,00.0
536048,2016,10,W,69.24,"TARAPACA, CHILE",19,S,09,20.16,09,3.3,94,43.0
536045,2016,10,E,27.86,WESTERN TURKEY,06,N,09,37.17,09,1.8,5,44.4
538314,2016,10,E,37.15,WESTERN TURKEY,04,N,09,51.62,09,1.7,5,18.8
536245,2016,10,E,32.08,CYPRUS REGION,51,N,08,34.79,09,1.7,17,17.3
536038,2016,10,E,15.42,CROATIA,29,N,08,45.79,09,1.5,1,53.7
536041,2016,10,E,37.85,WESTERN TURKEY,29,N,08,58.17,09,2.5,5,18.0
536090,2016,10,E,35.57,CENTRAL TURKEY,13,N,08,83.33,09,2.0,5,30.0
536065,2016,10,W,64.27,VIRGIN ISLANDS REGION,49,N,07,18.53,09,2.3,5,30.3
536033,2016,10,E,37.78,SOUTHERN GREECE,26,N,07,60.52,09,2.1,1,22.0
536062,2016,10,W,66.67,PUERTO RICO REGION,00,N,07,17.88,09,2.3,10,33.9
536103,2016,10,E,36.52,WESTERN TURKEY,00,N,07,83.33,09,1.7,19,30.0
536028,2016,10,E,85.74,"NORTHERN XINJIANG, CHINA",33,N,06,42.85,09,4.1,1,14.1
536024,2016,10,E,28.14,WESTERN TURKEY,27,N,06,37.20,09,1.6,5,51.9
536022,2016,10,E,27.73,WESTERN TURKEY,21,N,06,39.00,09,4.0,8,01.0
538313,2016,10,W,29.86,"OFFSHORE COQUIMBO, CHILE",11,N,06,54.20,09,3.4,33,18.0
536015,2016,10,E,31.46,WESTERN TURKEY,56,N,05,38.91,09,1.8,9,04.9
536015,2016,10,E,31.46,WESTERN TURKEY,56,N,05,38.91,09,1.8,9,04.9
536014,2016,10,W,69.64,"ANTOFAGASTA, CHILE",47,S,05,25.59,09,3.3,89,07.0
536013,2016,10,W,73.16,NORTHERN COLOMBIA,04,N,05,19.31,09,3.6,147,41.5
536009,2016,10,E,13.20,CENTRAL ITALY,42,N,04,42.74,09,3.7,10,42.3
536001,2016,10,E,26.69,"DODECANESE ISLANDS, GREECE",11,N,04,36.66,09,3.6,159,12.8
535995,2016,10,W,71.43,"COQUIMBO, CHILE",57,S,03,30.71,09,3.8,49,16.0
535994,2016,10,E,23.30,"CRETE, GREECE",54,N,03,35.33,09,3.2,26,38.9
536002,2016,10,E,45.17,CROATIA,49,N,03,59.75,09,2.8,8,21.0
535990,2016,10,W,96.88,OKLAHOMA,32,N,03,36.07,09,2.5,5,01.0
535987,2016,10,E,39.92,GREECE,29,N,03,39.31,09,2.2,2,02.5
535986,2016,10,E,37.08,CENTRAL TURKEY,13,N,03,37.54,09,2.2,10,36.9
536004,2016,10,W,65.43,NORTHERN ALASKA,09,N,03,65.43,09,3.2,5,43.0
536037,2016,10,E,19.78,ALBANIA,51,N,02,40.77,09,2.3,4,07.7
535982,2016,10,E,13.19,CENTRAL ITALY,47,N,02,42.74,09,3.1,10,28.9
535983,2016,10,W,68.72,"ANTOFAGASTA, CHILE",47,S,02,22.77,09,2.8,90,12.0
535980,2016,10,E,43.17,EASTERN TURKEY,45,N,02,38.57,09,1.8,8,55.9
535981,2016,10,E,13.19,CENTRAL ITALY,45,N,02,42.75,09,2.6,10,53.3
535981,2016,10,E,13.19,CENTRAL ITALY,45,N,02,42.75,09,2.6,10,53.3
536011,2016,10,E,40.61,WESTERN TURKEY,28,N,02,64.65,09,1.6,5,49.0
535979,2016,10,E,29.70,WESTERN TURKEY,26,N,02,36.29,09,1.5,5,29.7
536046,2016,10,E,23.36,"CRETE, GREECE",20,N,02,35.38,09,2.1,39,31.2
535976,2016,10,E,42.69,MONTENEGRO,15,N,02,38.79,09,2.1,15,26.2
535977,2016,10,E,29.66,WESTERN TURKEY,04,N,02,39.16,09,2.0,5,43.0
535978,2016,10,W,62.32,CENTRAL ALASKA,42,N,01,13.83,09,2.5,48,54.3
536006,2016,10,W,66.81,PUERTO RICO REGION,25,N,01,17.82,09,2.0,9,31.9
536040,2016,10,E,19.29,"KERKIRA REGION, GREECE",24,N,01,39.73,09,2.5,2,51.9
535975,2016,10,W,65.44,NORTHERN ALASKA,20,N,01,63.24,09,2.0,0,49.0
538310,2016,10,E,39.98,CENTRAL TURKEY,14,N,01,53.14,09,2.0,6,04.0
535967,2016,10,E,28.99,WESTERN TURKEY,07,N,01,40.57,09,1.5,2,20.6
535966,2016,10,W,70.55,"SAN JUAN, ARGENTINA",02,S,01,31.37,09,4.1,115,40.9
535964,2016,10,W,48.74,WASHINGTON,53,N,00,35.61,09,2.4,19,24.0
535963,2016,10,E,28.96,WESTERN TURKEY,37,N,00,40.61,09,1.6,5,34.0
535963,2016,10,E,28.96,WESTERN TURKEY,37,N,00,40.61,09,1.6,5,34.0
535962,2016,10,E,28.96,WESTERN TURKEY,35,N,00,40.61,09,1.5,5,38.7
535960,2016,10,E,28.95,WESTERN TURKEY,24,N,00,40.61,09,1.8,6,49.4
535959,2016,10,E,40.58,WESTERN TURKEY,18,N,00,35.47,09,1.5,3,58.0
535957,2016,10,E,28.97,WESTERN TURKEY,12,N,00,40.61,09,1.8,5,17.3
536005,2016,10,W,66.54,PUERTO RICO REGION,11,N,00,19.15,09,3.0,9,49.5
535955,2016,10,E,28.95,WESTERN TURKEY,59,N,23,40.61,08,1.9,5,04.3
535953,2016,10,E,13.12,CENTRAL ITALY,57,N,23,42.76,08,2.8,10,09.1
535952,2016,10,E,31.66,WESTERN TURKEY,54,N,23,40.14,08,2.1,2,31.0
535949,2016,10,E,28.97,WESTERN TURKEY,44,N,23,40.61,08,1.7,5,17.2
535950,2016,10,W,70.51,"SAN JUAN, ARGENTINA",41,S,23,31.41,08,3.2,98,08.0
535948,2016,10,W,97.52,OKLAHOMA,40,N,23,36.28,08,2.9,2,38.7
535943,2016,10,E,28.97,WESTERN TURKEY,31,N,23,40.60,08,1.7,4,57.1
535992,2016,10,W,66.65,PUERTO RICO REGION,19,N,23,17.88,08,2.3,7,41.6
535991,2016,10,W,66.64,PUERTO RICO REGION,17,N,23,17.90,08,2.2,18,02.9
535940,2016,10,E,28.95,WESTERN TURKEY,16,N,23,40.61,08,2.9,6,38.2
535946,2016,10,E,28.97,WESTERN TURKEY,13,N,23,40.61,08,1.7,4,42.1
535945,2016,10,E,28.95,WESTERN TURKEY,10,N,23,40.61,08,1.7,5,15.6
535944,2016,10,E,28.95,WESTERN TURKEY,09,N,23,40.61,08,1.6,5,03.7
535956,2016,10,E,60.97,SOUTHWEST INDIAN RIDGE,07,S,23,29.20,08,4.6,2,27.5
535956,2016,10,E,60.97,SOUTHWEST INDIAN RIDGE,07,S,23,29.20,08,4.6,2,27.5
535936,2016,10,E,28.95,WESTERN TURKEY,06,N,23,40.61,08,2.7,6,53.0
535935,2016,10,E,28.95,WESTERN TURKEY,02,N,23,40.62,08,3.6,6,46.7
535925,2016,10,W,62.35,CENTRAL ALASKA,43,N,22,34.01,08,3.4,13,49.2
535927,2016,10,W,68.85,"TARAPACA, CHILE",38,S,22,20.70,08,3.1,105,39.0
535942,2016,10,W,14.92,SAMOA ISLANDS REGION,32,N,22,59.22,08,5.0,10,02.0
536032,2016,10,E,20.38,IONIAN SEA,20,N,22,37.80,08,2.3,5,55.1
535926,2016,10,W,51.82,"ANDREANOF ISLANDS, ALEUTIAN IS.",17,N,22,62.27,08,2.0,12,25.0
535923,2016,10,E,28.97,WESTERN TURKEY,48,N,21,40.61,08,1.9,6,47.6
535924,2016,10,E,28.96,WESTERN TURKEY,45,N,21,40.55,08,1.6,2,57.1
535922,2016,10,W,71.37,"OFF COAST OF TARAPACA, CHILE",43,S,21,19.36,08,3.2,28,23.0
535921,2016,10,E,40.61,WESTERN TURKEY,37,N,21,43.80,08,3.3,6,20.3
537013,2016,10,E,43.76,LIGURIAN SEA,19,N,21,51.49,08,2.6,2,57.0
535965,2016,10,E,40.88,WESTERN TURKEY,14,N,21,49.42,08,1.9,14,19.2
535912,2016,10,W,37.45,CENTRAL CALIFORNIA,11,N,21,34.74,08,2.6,7,26.9
535920,2016,10,E,37.57,SOUTHERN GREECE,51,N,20,47.96,08,2.0,12,57.1
535909,2016,10,E,29.21,WESTERN TURKEY,17,N,20,37.85,08,2.2,16,29.9
535902,2016,10,E,21.36,SOUTHERN GREECE,50,N,19,37.81,08,2.5,11,05.3
535897,2016,10,E,37.87,WESTERN TURKEY,41,S,19,37.18,08,2.8,7,17.2
535892,2016,10,W,71.17,"MAULE, CHILE",13,S,19,35.68,08,3.6,108,50.0
535904,2016,10,E,37.86,SOUTHERN GREECE,12,N,19,61.28,08,3.1,12,52.0
535890,2016,10,E,42.75,CENTRAL ITALY,03,N,19,32.24,08,2.6,11,01.2
535888,2016,10,E,34.60,CENTRAL TURKEY,39,N,18,37.19,08,2.7,10,24.7
535907,2016,10,E,42.74,CENTRAL ITALY,36,N,18,42.83,08,2.5,10,27.9
535896,2016,10,E,41.11,ALBANIA,28,N,18,26.69,08,2.4,3,27.7
535910,2016,10,E,12.47,SOUTHWEST OF AFRICA,15,S,18,52.86,08,4.7,10,53.2
535881,2016,10,E,21.86,GREECE,12,N,18,38.49,08,2.1,13,35.2
535879,2016,10,E,13.19,CENTRAL ITALY,11,N,18,42.74,08,3.9,11,09.6
535879,2016,10,E,13.19,CENTRAL ITALY,11,N,18,42.74,08,3.9,11,09.6
535880,2016,10,W,61.55,SOUTHERN ALASKA,10,N,18,19.98,08,2.0,34,11.4
535872,2016,10,W,70.38,"OFFSHORE ANTOFAGASTA, CHILE",33,S,17,21.58,08,2.4,16,23.0
535870,2016,10,W,72.25,"OFFSHORE COQUIMBO, CHILE",27,S,17,29.53,08,4.2,2,19.4
535871,2016,10,W,70.70,"COQUIMBO, CHILE",20,S,17,32.05,08,2.9,106,45.0
535865,2016,10,E,38.68,CENTRAL TURKEY,11,N,17,32.67,08,2.5,5,19.8
535858,2016,10,W,58.58,SOUTHEASTERN ALASKA,47,N,16,33.05,08,2.0,8,23.8
535867,2016,10,W,96.90,OKLAHOMA,23,N,16,36.41,08,2.2,6,26.1
536030,2016,10,E,22.29,SOUTHERN GREECE,22,N,16,36.07,08,2.3,11,38.5
536314,2016,10,W,18.24,"MONA PASSAGE, PUERTO RICO",14,N,16,40.74,08,2.3,16,20.3
535851,2016,10,E,39.49,EASTERN TURKEY,48,N,15,40.75,08,2.3,25,18.3
535852,2016,10,W,17.41,"VERACRUZ, MEXICO",46,N,15,44.00,08,4.4,184,05.4
536303,2016,10,E,37.74,WESTERN TURKEY,21,N,15,44.75,08,2.0,3,48.2
535850,2016,10,W,68.69,"ANTOFAGASTA, CHILE",57,S,14,24.51,08,3.8,133,58.2
535850,2016,10,W,68.69,"ANTOFAGASTA, CHILE",57,S,14,24.51,08,3.8,133,58.2
535847,2016,10,E,38.20,EASTERN TURKEY,53,N,14,38.18,08,2.2,7,14.0
535866,2016,10,W,65.16,PUERTO RICO REGION,51,N,14,18.81,08,2.0,39,59.2
535846,2016,10,E,23.00,SOUTHERN GREECE,43,N,14,37.66,08,2.5,15,12.4
535848,2016,10,E,20.36,GREECE,39,N,14,38.14,08,2.7,17,53.1
535843,2016,10,E,36.76,DODECANESE IS.-TURKEY BORDER REG,09,N,14,39.28,08,2.1,66,32.2
535841,2016,10,W,37.72,OFFSHORE NORTHERN CALIFORNIA,01,N,14,36.24,08,2.4,10,25.2
535835,2016,10,E,24.41,AEGEAN SEA,06,N,13,38.58,08,2.2,14,16.7
535842,2016,10,E,23.74,"CRETE, GREECE",04,N,13,34.70,08,2.1,20,14.0
535832,2016,10,E,39.98,GREECE,02,N,13,38.81,08,2.1,12,52.2
535864,2016,10,W,65.67,PUERTO RICO REGION,54,N,12,18.87,08,2.8,32,34.7
535839,2016,10,E,20.53,GREECE,51,N,12,38.09,08,2.7,14,08.2
535863,2016,10,W,66.62,PUERTO RICO REGION,41,N,12,17.85,08,2.5,12,09.1
535829,2016,10,E,13.19,CENTRAL ITALY,40,N,12,42.75,08,3.2,11,58.9
535831,2016,10,E,34.52,CENTRAL TURKEY,33,N,12,36.72,08,1.5,17,58.9
535827,2016,10,E,13.20,CENTRAL ITALY,22,N,12,42.74,08,1.7,9,06.0
535826,2016,10,E,13.18,CENTRAL ITALY,19,N,12,42.75,08,3.6,9,03.2
535817,2016,10,W,96.94,OKLAHOMA,08,N,12,36.39,08,2.8,5,08.4
535817,2016,10,W,96.94,OKLAHOMA,08,N,12,36.39,08,2.8,5,08.4
535845,2016,10,E,42.63,CENTRAL ITALY,05,N,12,44.37,08,2.7,12,43.8
535830,2016,10,E,21.34,SOUTHERN GREECE,40,N,11,37.82,08,2.0,1,33.7
535812,2016,10,W,98.77,OKLAHOMA,10,N,11,36.45,08,3.3,8,29.4
535809,2016,10,W,83.22,OFF COAST OF COSTA RICA,53,N,10,19.34,08,4.0,15,16.6
535813,2016,10,W,59.79,SOUTHERN ALASKA,38,N,10,36.36,08,2.0,136,00.0
535836,2016,10,W,66.62,PUERTO RICO REGION,10,N,10,17.86,08,2.3,15,39.6
535806,2016,10,E,31.59,WESTERN TURKEY,58,N,09,40.13,08,2.2,5,43.9
535807,2016,10,E,27.09,DODECANESE IS.-TURKEY BORDER REG,54,N,09,36.05,08,2.2,10,10.6
535804,2016,10,W,70.46,"ATACAMA, CHILE",50,S,09,73.15,08,3.7,106,05.0
535838,2016,10,W,64.50,VIRGIN ISLANDS REGION,37,N,09,19.05,08,2.2,37,31.0
535803,2016,10,E,44.12,TURKEY-IRAN BORDER REGION,29,N,09,38.69,08,2.4,5,52.7
535802,2016,10,W,65.02,VIRGIN ISLANDS REGION,27,N,09,18.58,08,2.9,27,19.6
535800,2016,10,W,18.57,VIRGIN ISLANDS REGION,24,N,09,19.21,08,2.0,29,19.0
535833,2016,10,W,67.69,PUERTO RICO REGION,07,N,09,19.08,08,3.0,28,20.1
535796,2016,10,E,13.20,CENTRAL ITALY,19,N,08,78.64,08,3.2,10,37.0
535816,2016,10,W,66.96,PUERTO RICO REGION,09,N,08,17.89,08,2.3,11,07.8
536799,2016,10,W,25.37,"ANTOFAGASTA, CHILE",55,N,07,48.36,08,4.5,144,04.6
535795,2016,10,W,53.36,"FOX ISLANDS, ALEUTIAN ISLANDS",43,N,07,61.76,08,2.1,13,10.0
535790,2016,10,W,38.76,NORTHERN CALIFORNIA,32,N,07,13.63,08,2.2,25,53.6
535787,2016,10,E,39.18,WESTERN TURKEY,35,N,06,63.21,08,2.6,7,30.0
535799,2016,10,E,46.15,"CAUCASUS REGION, RUSSIA",15,N,06,42.07,08,3.5,10,08.1
536203,2016,10,E,25.70,ZAMBIA,12,S,06,13.99,08,3.0,10,38.4
535778,2016,10,E,27.90,SOUTHERN IRAN,06,N,06,33.24,08,4.0,25,26.5
537012,2016,10,E,39.99,WESTERN TURKEY,03,N,05,53.35,08,2.1,8,14.0
537016,2016,10,E,39.34,EASTERN TURKEY,47,N,04,67.18,08,2.3,5,20.0
535776,2016,10,W,71.17,"COQUIMBO, CHILE",43,S,04,29.40,08,4.3,53,46.7
535772,2016,10,E,29.43,WESTERN TURKEY,40,N,04,39.21,08,2.1,5,56.9
535772,2016,10,E,29.43,WESTERN TURKEY,40,N,04,39.21,08,2.1,5,56.9
535773,2016,10,W,20.37,NORTH ATLANTIC OCEAN,37,S,04,36.11,08,4.9,10,40.8
535769,2016,10,E,27.73,WESTERN TURKEY,22,N,04,38.89,08,2.3,6,40.7
535767,2016,10,E,40.55,EASTERN TURKEY,00,N,04,39.23,08,2.2,4,51.5
535766,2016,10,W,69.63,"TARAPACA, CHILE",53,S,03,18.69,08,2.9,111,21.0
535765,2016,10,W,69.26,"TARAPACA, CHILE",41,S,03,18.36,08,3.1,120,07.0
535762,2016,10,W,34.69,CENTRAL CALIFORNIA,26,N,03,34.69,08,3.4,3,59.1
535768,2016,10,W,73.18,NORTHERN COLOMBIA,19,N,03,63.25,08,2.3,143,43.0
535757,2016,10,E,34.82,CENTRAL TURKEY,46,N,02,40.51,08,2.3,6,40.9
535758,2016,10,E,27.64,WESTERN TURKEY,46,N,02,38.57,08,2.2,7,15.6
535764,2016,10,W,66.65,PUERTO RICO REGION,40,N,02,17.88,08,2.6,6,43.2
535756,2016,10,W,71.75,"OFFSHORE COQUIMBO, CHILE",36,S,02,31.20,08,3.0,32,56.0
535755,2016,10,W,65.41,"NEAR S COAST OF CHUKOTKA, RUSSIA",31,N,02,46.40,08,3.3,9,59.6
535744,2016,10,E,78.01,SVALBARD REGION,09,N,02,44.51,08,2.5,23,43.4
535743,2016,10,E,22.74,GREECE,38,N,01,38.14,08,2.4,9,59.6
535742,2016,10,E,38.82,EASTERN TURKEY,35,N,01,34.70,08,1.9,1,26.7
537010,2016,10,W,28.04,"LA RIOJA, ARGENTINA",13,N,01,53.55,08,4.0,105,16.0
535728,2016,10,E,40.96,GREECE,44,S,00,32.47,08,4.1,7,10.0
535727,2016,10,E,20.39,GREECE,30,N,00,38.32,08,2.5,11,31.3
535725,2016,10,W,30.96,"COQUIMBO, CHILE",21,N,00,20.02,08,4.6,67,27.6
535719,2016,10,E,70.32,"HINDU KUSH REGION, AFGHANISTAN",32,N,23,36.53,07,4.4,209,42.8
535717,2016,10,W,18.87,VIRGIN ISLANDS REGION,31,N,23,33.26,07,3.0,8,54.5
535777,2016,10,E,46.00,"CAUCASUS REGION, RUSSIA",23,N,23,42.14,07,3.2,2,03.3
535712,2016,10,W,17.87,PUERTO RICO REGION,21,N,23,37.54,07,2.5,5,56.8
536712,2016,10,W,55.53,OFF COAST OF SOUTHEASTERN ALASKA,05,N,23,64.10,07,2.7,27,20.0
535708,2016,10,E,26.84,"DODECANESE ISLANDS, GREECE",01,N,22,37.48,07,2.3,6,04.0
535705,2016,10,E,27.51,WESTERN TURKEY,54,N,21,40.81,07,1.8,4,18.5
535706,2016,10,W,35.75,OKLAHOMA,53,N,21,44.65,07,2.2,4,35.4
536135,2016,10,W,97.54,OKLAHOMA,45,N,21,35.75,07,2.2,4,20.0
535707,2016,10,E,40.06,EASTERN TURKEY,34,N,21,60.96,07,2.3,7,22.0
535694,2016,10,W,75.30,COLOMBIA,42,N,20,36.75,07,4.2,0,40.0
535698,2016,10,W,97.62,OKLAHOMA,20,N,20,36.82,07,2.9,5,20.8
535697,2016,10,E,26.96,"DODECANESE ISLANDS, GREECE",02,N,20,36.84,07,2.1,130,28.1
535692,2016,10,W,34.41,SOUTHERN CALIFORNIA,53,N,19,36.56,07,2.0,11,28.3
535691,2016,10,E,94.25,MYANMAR,28,N,19,22.87,07,4.5,10,35.1
535684,2016,10,W,71.71,"MAULE, CHILE",28,S,19,34.98,07,2.5,58,18.0
535685,2016,10,W,68.53,"ANTOFAGASTA, CHILE",27,S,19,21.31,07,3.8,116,53.0
535686,2016,10,W,64.99,VIRGIN ISLANDS REGION,14,N,19,73.17,07,2.1,6,18.0
535682,2016,10,E,13.13,CENTRAL ITALY,54,N,18,42.78,07,2.7,10,00.3
535679,2016,10,E,27.87,WESTERN TURKEY,35,N,18,38.97,07,2.3,13,22.3
535702,2016,10,W,64.95,VIRGIN ISLANDS REGION,30,N,18,19.00,07,2.4,36,28.4
535678,2016,10,W,37.87,UTAH,23,N,18,60.61,07,2.2,9,24.0
535677,2016,10,E,33.64,NEAR COAST OF SOUTH AUSTRALIA,01,N,18,65.39,07,2.9,10,05.0
535720,2016,10,E,38.55,NEAR THE COAST OF WESTERN TURKEY,55,S,17,33.64,07,2.2,6,14.0
535676,2016,10,E,87.56,"SOUTHWESTERN SIBERIA, RUSSIA",40,N,17,50.29,07,4.2,2,20.8
535674,2016,10,E,31.88,CYPRUS REGION,06,N,17,35.95,07,2.0,31,00.2
535669,2016,10,W,18.08,PUERTO RICO,38,N,16,73.19,07,2.3,3,20.0
535667,2016,10,E,37.20,CENTRAL TURKEY,20,N,16,39.42,07,3.0,2,03.2
535665,2016,10,W,22.12,"OFFSHORE ANTOFAGASTA, CHILE",17,N,16,56.59,07,2.5,35,30.9
535680,2016,10,E,30.01,EASTERN MEDITERRANEAN SEA,28,N,15,95.69,07,2.5,5,05.2
535660,2016,10,E,29.80,EASTERN MEDITERRANEAN SEA,16,N,15,35.84,07,2.1,8,15.1
535703,2016,10,W,93.87,"OFF COAST OF CHIAPAS, MEXICO",14,N,15,14.33,07,4.6,10,12.0
535659,2016,10,E,24.07,AEGEAN SEA,24,N,14,38.52,07,2.3,12,46.1
535655,2016,10,E,24.07,AEGEAN SEA,04,N,14,38.52,07,2.6,16,33.3
536150,2016,10,E,45.60,ROMANIA,03,S,14,32.93,07,2.9,138,28.0
535673,2016,10,W,66.06,PUERTO RICO,59,N,13,18.09,07,2.2,4,33.2
535653,2016,10,E,34.34,CENTRAL TURKEY,52,N,13,36.46,07,1.7,16,47.9
535653,2016,10,E,34.34,CENTRAL TURKEY,52,N,13,36.46,07,1.7,16,47.9
535650,2016,10,W,24.11,SOUTH OF TONGA,46,N,13,33.03,07,4.8,24,18.7
535649,2016,10,W,68.55,"MONA PASSAGE, DOMINICAN REPUBLIC",20,N,13,18.24,07,3.5,154,09.5
535657,2016,10,E,26.43,ROMANIA,16,N,13,45.52,07,2.8,131,18.6
535663,2016,10,E,40.44,EASTERN TURKEY,38,N,12,47.64,07,2.4,12,29.4
535642,2016,10,E,29.88,SOUTHEASTERN IRAN,18,S,12,56.69,07,4.2,13,30.0
535641,2016,10,W,32.65,"OFFSHORE VALPARAISO, CHILE",52,N,11,59.86,07,3.1,25,49.0
535636,2016,10,E,49.82,GERMANY,20,N,11,33.05,07,1.9,21,39.1
535635,2016,10,W,74.05,COLOMBIA,12,N,11,80.26,07,3.1,30,46.0
535632,2016,10,E,29.70,EASTERN MEDITERRANEAN SEA,48,N,10,35.68,07,2.1,3,49.5
