Date;Time UTC;Latitude;Longitude;Depth;Depth Type;Magnitude Type;Magnitude;Region Name;Last Update;Eqid;
2016-10-02;16:43:48;-27.12;-63.42;569; ;mb;4.5;SANTIAGO DEL ESTERO, ARGENTINA;2016-10-03 07:02;534746;
2016-10-02;16:41:05;61.04;-149.00;10; ;Ml;2.0;SOUTHERN ALASKA;2016-10-06 01:06;534749;
2016-10-02;16:38:13;-27.11;-63.41;567; ;mb;4.5;SANTIAGO DEL ESTERO, ARGENTINA;2016-10-03 07:02;534745;
2016-10-02;16:36:14;38.50;-122.14;13;f;MD;2.3;NORTHERN CALIFORNIA;2016-10-02 16:37;534744;
2016-10-02;16:33:16;-28.81;-71.29;42; ;ML;3.6;ATACAMA, CHILE;2016-10-02 16:53;534747;
2016-10-02;16:21:19;18.78;-64.57;28; ;Md;2.3;VIRGIN ISLANDS REGION;2016-10-02 19:57;534760;
2016-10-02;16:20:18;34.61;24.66;7; ;ML;2.8;CRETE, GREECE;2016-10-11 07:50;534741;
2016-10-02;16:18:06;-20.84;-69.13;105; ;ML;2.8;TARAPACA, CHILE;2016-10-02 16:32;534743;
2016-10-02;16:16:24;59.38;-152.73;71; ;Ml;2.8;SOUTHERN ALASKA;2016-10-06 01:06;534742;
2016-10-02;16:00:44;52.48;-169.88;64; ;Ml;2.4;FOX ISLANDS, ALEUTIAN ISLANDS;2016-10-08 01:32;535362;
2016-10-02;15:44:32;37.49;-118.84;7; ;MD;2.3;CENTRAL CALIFORNIA;2016-10-03 21:56;534738;
2016-10-02;15:20:08;42.81;13.24;8; ;ML;2.6;CENTRAL ITALY;2016-10-02 15:31;534737;
2016-10-02;15:14:09;36.08;29.61;2; ;ML;2.1;WESTERN TURKEY;2016-10-02 15:20;534735;
2016-10-02;15:11:55;37.28;36.99;14; ;ML;2.0;CENTRAL TURKEY;2016-10-02 19:06;534755;
2016-10-02;14:56:45;37.61;20.56;1; ;ML;2.2;IONIAN SEA;2016-10-10 12:06;536263;
2016-10-02;14:48:39;37.20;28.16;2; ;ML;2.2;WESTERN TURKEY;2016-10-02 15:06;534734;
2016-10-02;14:39:17;57.57;-153.34;6; ;Ml;2.2;KODIAK ISLAND REGION, ALASKA;2016-10-06 01:05;535366;
2016-10-02;13:45:22;59.73;-153.34;107; ;Ml;2.0;SOUTHERN ALASKA;2016-10-06 01:05;535361;
2016-10-02;13:40:06;16.45;119.76;30;f;mb;5.7;LUZON, PHILIPPINES;2016-10-02 17:21;534730;
2016-10-02;13:24:51;37.44;20.53;1; ;ML;2.3;IONIAN SEA;2016-10-10 11:22;536258;
2016-10-02;12:55:26;40.13;31.51;16; ;ML;2.0;WESTERN TURKEY;2016-10-02 13:00;534727;
2016-10-02;12:51:50;-29.21;61.01;10;f;mb;4.9;SOUTHWEST INDIAN RIDGE;2016-10-02 17:22;534728;
2016-10-02;12:47:48;38.07;29.07;10; ;ML;2.3;WESTERN TURKEY;2016-10-02 12:55;534724;
2016-10-02;12:44:39;6.78;-73.10;147; ;ML;2.8;NORTHERN COLOMBIA;2016-10-02 12:56;534725;
2016-10-02;12:41:33;38.00;29.06;18; ;ML;2.0;WESTERN TURKEY;2016-10-02 12:49;534723;
2016-10-02;12:39:06;54.21;-163.75;73; ;Ml;2.5;UNIMAK ISLAND REGION, ALASKA;2016-10-06 01:05;535368;
2016-10-02;12:36:59;46.32;2.88;2; ;ML;2.0;FRANCE;2016-10-02 12:44;534722;
2016-10-02;12:32:55;19.76;-156.59;6; ;ML;3.0;HAWAII REGION, HAWAII;2016-10-04 02:37;534721;
2016-10-02;12:19:30;10.83;-87.18;1; ;Mw;4.1;OFF COAST OF COSTA RICA;2016-10-02 13:46;534731;
2016-10-02;12:16:49;43.55;13.77;9; ;ML;2.6;CENTRAL ITALY;2016-10-02 12:34;534720;
2016-10-02;12:00:18;19.04;-68.18;52; ;Md;3.1;DOMINICAN REPUBLIC REGION;2016-10-04 13:59;535098;
2016-10-02;11:43:03;37.56;-118.88;4; ;MD;2.2;CENTRAL CALIFORNIA;2016-10-03 21:01;534719;
2016-10-02;11:15:08;35.84;29.29;5; ;ML;2.0;EASTERN MEDITERRANEAN SEA;2016-10-02 11:27;534718;
2016-10-02;10:40:43;57.82;-153.38;11; ;Ml;2.4;KODIAK ISLAND REGION, ALASKA;2016-10-06 01:06;534717;
2016-10-02;09:53:38;41.31;28.75;12; ;ML;2.2;WESTERN TURKEY;2016-10-02 10:05;534715;
2016-10-02;09:47:10;52.04;-166.09;15; ;Ml;2.6;FOX ISLANDS, ALEUTIAN ISLANDS;2016-10-06 01:04;535360;
2016-10-02;09:45:56;40.75;37.60;6; ;ML;2.4;CENTRAL TURKEY;2016-10-02 10:00;534714;
2016-10-02;09:41:05;-34.77;-71.76;43; ;ML;2.6;LIBERTADOR O'HIGGINS, CHILE;2016-10-02 09:56;534713;
2016-10-02;09:18:17;39.51;23.57;16; ;ML;2.0;AEGEAN SEA;2016-10-07 18:04;535675;
2016-10-02;09:05:41;39.47;21.01;1; ;ML;2.3;GREECE;2016-10-07 17:48;534710;
2016-10-02;08:43:28;39.10;27.74;22; ;ML;2.6;WESTERN TURKEY;2016-10-02 08:50;534706;
2016-10-02;08:31:30;37.95;29.12;12; ;ML;2.0;WESTERN TURKEY;2016-10-02 08:54;534707;
2016-10-02;08:17:45;58.40;-150.90;14; ;Ml;2.7;GULF OF ALASKA;2016-10-06 01:06;534705;
2016-10-02;08:08:17;37.22;28.19;10; ;ML;2.0;WESTERN TURKEY;2016-10-02 08:57;534708;
2016-10-02;07:55:46;6.78;-73.11;149; ;Mw;3.6;NORTHERN COLOMBIA;2016-10-02 08:06;534702;
2016-10-02;07:41:00;65.41;-144.70;4; ;Ml;2.1;NORTHERN ALASKA;2016-10-08 01:37;534701;
2016-10-02;07:28:44;20.03;-155.82;29; ;MD;2.1;HAWAII REGION, HAWAII;2016-10-04 02:55;534696;
2016-10-02;07:26:10;59.73;-153.06;107; ;Ml;2.3;SOUTHERN ALASKA;2016-10-06 01:07;534700;
2016-10-02;07:15:23;36.54;-89.65;8; ;MD;2.1;SOUTHEASTERN MISSOURI;2016-10-02 12:57;534726;
2016-10-02;07:10:37;34.78;23.35;20; ;ML;2.1;CRETE, GREECE;2016-10-07 14:10;535654;
2016-10-02;07:07:28;39.06;26.20;9; ;ML;2.1;NEAR THE COAST OF WESTERN TURKEY;2016-10-02 07:19;534695;
2016-10-02;06:53:03;35.50;29.54;84; ;ML;2.4;EASTERN MEDITERRANEAN SEA;2016-10-02 07:14;534694;
2016-10-02;06:41:15;18.54;-64.73;3; ;Md;2.4;VIRGIN ISLANDS REGION;2016-10-02 07:37;534697;
2016-10-02;05:57:39;47.59;7.56;10;f;ML;1.9;FRANCE-GERMANY BORDER REGION;2016-10-02 09:02;534691;
2016-10-02;05:46:31;46.04;6.87;4; ;ML;2.0;FRANCE;2016-10-02 09:04;534690;
2016-10-02;05:23:12;33.30;-115.72;5; ;ML;2.1;SOUTHERN CALIFORNIA;2016-10-03 15:07;534687;
2016-10-02;05:18:06;-21.08;-175.65;10; ;mb;4.7;TONGA;2016-10-04 08:49;535027;
2016-10-02;05:16:18;39.52;29.02;10; ;ML;2.2;WESTERN TURKEY;2016-10-02 05:29;534689;
2016-10-02;05:05:38;40.50;42.37;5; ;ML;3.1;EASTERN TURKEY;2016-10-02 05:18;534686;
2016-10-02;05:01:32;52.62;-172.75;179; ;Ml;3.0;ANDREANOF ISLANDS, ALEUTIAN IS.;2016-10-08 01:37;534736;
2016-10-02;05:00:21;38.83;-122.82;1; ;MD;2.1;NORTHERN CALIFORNIA;2016-10-04 05:32;534685;
2016-10-02;04:34:06;19.31;-155.22;1; ;ML;2.5;ISLAND OF HAWAII, HAWAII;2016-10-02 04:39;534683;
2016-10-02;04:10:39;58.34;-154.93;2; ;Ml;2.6;ALASKA PENINSULA;2016-10-06 01:07;534682;
2016-10-02;03:51:09;36.22;-97.58;5; ;mb;3.0;OKLAHOMA;2016-10-02 04:01;534678;
2016-10-02;03:31:42;61.24;-151.89;92; ;Ml;2.6;SOUTHERN ALASKA;2016-10-06 01:07;534681;
2016-10-02;03:26:40;4.22;-76.18;4; ;ML;2.5;COLOMBIA;2016-10-02 03:51;534677;
2016-10-02;03:26:24;19.31;-155.22;0; ;MD;2.0;ISLAND OF HAWAII, HAWAII;2016-10-02 03:29;534675;
2016-10-02;03:13:38;30.16;-15.79;40; ;ML;2.9;CANARY ISLANDS, SPAIN REGION;2016-10-02 08:58;534680;
2016-10-02;03:05:25;53.00;-168.53;93; ;Ml;2.8;FOX ISLANDS, ALEUTIAN ISLANDS;2016-10-08 01:32;535369;
2016-10-02;02:50:26;19.30;-155.21;2; ;MD;2.5;ISLAND OF HAWAII, HAWAII;2016-10-04 01:24;534674;
2016-10-02;02:42:33;36.16;-120.05;1; ;MD;2.2;CENTRAL CALIFORNIA;2016-10-02 02:44;534673;
2016-10-02;02:23:00;7.57;-78.13;10;f;mb;4.4;PANAMA;2016-10-02 02:58;534672;
2016-10-02;02:00:54;46.03;6.87;5; ;ML;1.5;FRANCE;2016-10-03 20:09;534669;
2016-10-02;01:50:38;-6.45;155.43;132; ;mb;5.4;BOUGAINVILLE REGION, P.N.G.;2016-10-02 08:57;534668;
2016-10-02;01:39:24;-21.29;-68.84;114; ;ML;4.1;ANTOFAGASTA, CHILE;2016-10-02 01:52;534667;
2016-10-02;01:13:43;58.33;-154.97;4; ;Ml;2.2;ALASKA PENINSULA;2016-10-06 01:07;534666;
2016-10-02;01:05:57;39.94;35.92;3; ;ML;2.0;CENTRAL TURKEY;2016-10-02 01:18;534665;
2016-10-02;00:52:50;46.04;6.86;5; ;ML;1.7;FRANCE;2016-10-02 08:55;534663;
2016-10-02;00:50:14;37.93;29.11;7; ;ML;2.0;WESTERN TURKEY;2016-10-02 01:11;534664;
2016-10-02;00:38:18;43.86;16.84;4; ;ML;2.2;BOSNIA AND HERZEGOVINA;2016-10-02 09:22;534711;
2016-10-02;00:33:10;-2.24;140.48;10;f;mb;4.5;NEAR N COAST OF PAPUA, INDONESIA;2016-10-02 05:25;534688;
2016-10-01;23:51:28;40.68;-124.25;27; ;MD;2.5;NORTHERN CALIFORNIA;2016-10-03 23:17;534659;
2016-10-01;23:51:11;31.62;-116.02;10; ;Ml;2.6;BAJA CALIFORNIA, MEXICO;2016-10-03 20:21;534913;
2016-10-01;23:50:42;38.65;44.15;5; ;ML;2.5;TURKEY-IRAN BORDER REGION;2016-10-02 00:22;534662;
2016-10-01;23:47:59;36.70;-121.33;4; ;MD;2.1;CENTRAL CALIFORNIA;2016-10-04 01:50;534658;
2016-10-01;23:34:39;64.86;-133.18;22; ;Ml;3.9;SOUTHERN YUKON TERRITORY, CANADA;2016-10-02 04:59;534684;
2016-10-01;23:29:19;46.03;6.87;5; ;ML;1.5;FRANCE;2016-10-03 12:53;534656;
2016-10-01;23:27:00;56.81;-155.20;13; ;Ml;2.4;ALASKA PENINSULA;2016-10-08 00:41;535385;
2016-10-01;23:25:32;46.04;6.87;5; ;ML;1.8;FRANCE;2016-10-02 08:53;534653;
2016-10-01;23:17:45;-33.79;-72.04;31; ;ML;3.1;OFFSHORE VALPARAISO, CHILE;2016-10-01 23:31;534654;
2016-10-01;23:17:39;46.04;6.87;5; ;ML;3.6;FRANCE;2016-10-01 23:34;534651;
2016-10-01;22:50:24;13.74;120.74;130; ;mb;4.5;MINDORO, PHILIPPINES;2016-10-02 08:51;534655;
2016-10-01;22:42:02;41.38;13.86;10; ;ML;2.4;SOUTHERN ITALY;2016-10-01 23:18;534650;
2016-10-01;22:22:45;9.73;125.33;60; ;mb;4.6;MINDANAO, PHILIPPINES;2016-10-02 08:48;534648;
2016-10-01;22:15:19;39.87;42.16;12; ;ML;2.0;EASTERN TURKEY;2016-10-01 22:30;534647;
2016-10-01;22:07:53;52.76;-162.82;10;f;mb;5.3;SOUTH OF ALASKA;2016-10-02 08:43;534646;
2016-10-01;22:01:23;6.80;-73.07;142; ;Mw;3.9;NORTHERN COLOMBIA;2016-10-01 22:11;534644;
2016-10-01;21:33:01;43.46;17.57;3; ;ML;2.5;BOSNIA AND HERZEGOVINA;2016-10-02 09:20;534709;
2016-10-01;21:32:50;33.14;-115.61;7; ;ML;2.0;SOUTHERN CALIFORNIA;2016-10-03 14:47;534641;
2016-10-01;21:31:21;33.14;-115.61;8; ;ML;2.2;SOUTHERN CALIFORNIA;2016-10-03 15:01;534640;
2016-10-01;21:25:21;-31.69;-71.54;51; ;ML;3.0;COQUIMBO, CHILE;2016-10-01 21:52;534642;
2016-10-01;21:18:04;38.72;43.08;7; ;ML;2.1;EASTERN TURKEY;2016-10-01 21:24;534638;
2016-10-01;20:47:20;-21.42;-69.67;86; ;ML;3.1;TARAPACA, CHILE;2016-10-01 21:27;534639;
2016-10-01;20:43:04;-32.05;-71.91;37; ;ML;3.0;OFFSHORE COQUIMBO, CHILE;2016-10-01 21:15;534637;
2016-10-01;20:28:10;-34.39;-71.16;69; ;ML;2.9;LIBERTADOR O'HIGGINS, CHILE;2016-10-01 21:22;534635;
2016-10-01;19:52:13;-27.99;-176.90;60; ;mb;5.0;KERMADEC ISLANDS REGION;2016-10-02 08:38;534626;
2016-10-01;19:47:43;-8.82;-74.83;35;f;mb;4.9;CENTRAL PERU;2016-10-02 08:35;534624;
2016-10-01;19:43:43;19.29;-64.74;24; ;Md;2.5;VIRGIN ISLANDS REGION;2016-10-01 23:45;534657;
2016-10-01;19:29:38;63.06;-151.55;0; ;Ml;2.0;CENTRAL ALASKA;2016-10-01 20:06;534622;
2016-10-01;19:26:36;37.35;71.64;122; ;mb;4.2;TAJIKISTAN;2016-10-02 08:32;534633;
2016-10-01;18:22:29;-21.28;-68.51;108; ;ML;3.1;ANTOFAGASTA, CHILE;2016-10-01 18:35;534621;
2016-10-01;18:18:23;33.30;-115.71;5; ;ML;2.0;SOUTHERN CALIFORNIA;2016-10-03 15:15;534618;
2016-10-01;18:15:33;38.98;35.78;6; ;ML;2.0;CENTRAL TURKEY;2016-10-01 18:21;534619;
2016-10-01;18:06:28;-19.66;-71.03;37; ;ML;3.1;OFF COAST OF TARAPACA, CHILE;2016-10-01 18:24;534620;
2016-10-01;17:56:35;4.38;-73.61;8; ;ML;2.4;COLOMBIA;2016-10-01 18:11;534617;
2016-10-01;17:56:33;46.10;2.82;2; ;ML;2.5;FRANCE;2016-10-01 18:04;534616;
2016-10-01;17:54:39;19.40;-155.61;11; ;ML;2.2;ISLAND OF HAWAII, HAWAII;2016-10-01 18:00;534615;
2016-10-01;17:52:41;51.74;-176.95;12; ;Ml;3.4;ANDREANOF ISLANDS, ALEUTIAN IS.;2016-10-08 00:42;535382;
2016-10-01;17:23:16;33.30;-115.72;7; ;ML;3.0;SOUTHERN CALIFORNIA;2016-10-06 15:25;534613;
2016-10-01;17:20:33;38.79;26.65;14; ;ML;2.1;NEAR THE COAST OF WESTERN TURKEY;2016-10-01 17:32;534614;
2016-10-01;16:59:29;-30.61;-71.21;48; ;ML;3.5;COQUIMBO, CHILE;2016-10-01 17:13;534612;
2016-10-01;16:54:22;51.84;-175.99;69; ;Ml;2.1;ANDREANOF ISLANDS, ALEUTIAN IS.;2016-10-08 00:41;535384;
2016-10-01;16:44:25;-21.82;-68.71;116; ;ML;3.3;ANTOFAGASTA, CHILE;2016-10-01 16:58;534609;
2016-10-01;16:37:59;67.14;-153.13;0; ;Ml;2.3;NORTHERN ALASKA;2016-10-06 02:15;534610;
2016-10-01;15:52:12;37.10;33.84;5; ;ML;2.1;CENTRAL TURKEY;2016-10-01 16:00;534604;
2016-10-01;15:51:40;6.79;-73.15;149; ;Mw;3.7;NORTHERN COLOMBIA;2016-10-01 16:01;534605;
2016-10-01;15:36:10;-27.45;-70.64;65; ;ML;3.4;ATACAMA, CHILE;2016-10-01 15:47;534602;
2016-10-01;15:26:46;-31.60;-71.83;30; ;ML;3.5;OFFSHORE COQUIMBO, CHILE;2016-10-01 15:41;534601;
2016-10-01;15:17:50;-31.61;-71.80;21; ;ML;3.1;OFFSHORE COQUIMBO, CHILE;2016-10-01 15:32;534599;
2016-10-01;15:16:52;78.03;21.31;15; ;ML;2.3;SVALBARD REGION;2016-10-03 11:13;534850;
2016-10-01;14:43:51;-32.90;151.23;2; ;M ;2.3;NEAR S.E. COAST OF AUSTRALIA;2016-10-03 00:35;534789;
2016-10-01;14:26:10;-29.65;-71.90;37; ;ML;2.7;OFFSHORE COQUIMBO, CHILE;2016-10-01 14:46;534597;
2016-10-01;13:45:14;6.75;-76.68;4; ;ML;2.8;NORTHERN COLOMBIA;2016-10-01 13:56;534596;
2016-10-01;13:29:50;38.71;43.06;6; ;ML;2.9;EASTERN TURKEY;2016-10-01 13:38;534593;
2016-10-01;13:17:16;40.63;-29.44;10;f;mb;5.0;AZORES ISLANDS REGION;2016-10-01 15:37;534587;
2016-10-01;13:11:23;34.32;90.34;10; ;mb;4.4;SOUTHERN QINGHAI, CHINA;2016-10-04 11:18;534600;
2016-10-01;13:08:40;-19.85;148.82;2; ;M ;2.4;QUEENSLAND, AUSTRALIA;2016-10-04 00:25;534965;
2016-10-01;12:50:52;13.10;-89.76;45; ;mb;4.3;OFFSHORE EL SALVADOR;2016-10-15 06:33;535028;
2016-10-01;12:39:38;-23.12;-70.63;32; ;ML;2.9;OFFSHORE ANTOFAGASTA, CHILE;2016-10-01 12:53;534586;
2016-10-01;12:29:50;36.00;29.68;6; ;ML;2.5;WESTERN TURKEY;2016-10-01 12:36;534582;
2016-10-01;12:29:27;52.06;-170.41;30; ;ML;3.7;FOX ISLANDS, ALEUTIAN ISLANDS;2016-10-15 06:29;534627;
2016-10-01;12:26:06;19.13;-64.80;59; ;Md;2.4;VIRGIN ISLANDS REGION;2016-10-01 16:29;534606;
2016-10-01;12:24:55;11.63;-86.97;38; ;mb;4.2;NEAR COAST OF NICARAGUA;2016-10-15 06:26;537119;
2016-10-01;12:19:35;-23.18;-69.05;78; ;ML;3.2;ANTOFAGASTA, CHILE;2016-10-01 12:34;534581;
2016-10-01;12:16:57;51.50;-178.14;17; ;ML;3.0;ANDREANOF ISLANDS, ALEUTIAN IS.;2016-10-15 06:17;535386;
2016-10-01;12:08:29;54.08;-164.24;29; ;Ml;2.3;UNIMAK ISLAND REGION, ALASKA;2016-10-06 02:14;535388;
2016-10-01;12:00:57;40.42;-29.65;10;f;ML;3.4;AZORES ISLANDS REGION;2016-10-01 15:33;534580;
2016-10-01;11:56:09;42.91;13.25;10; ;ML;2.8;CENTRAL ITALY;2016-10-01 12:02;534579;
2016-10-01;11:55:11;-18.28;-178.00;559; ;mb;4.4;FIJI REGION;2016-10-15 06:11;537117;
2016-10-01;11:52:18;52.86;-169.32;22; ;ML;3.0;FOX ISLANDS, ALEUTIAN ISLANDS;2016-10-15 06:06;535387;
2016-10-01;11:36:01;30.98;88.10;35; ;mb;4.2;WESTERN XIZANG;2016-10-15 06:04;534693;
2016-10-01;11:25:11;-32.08;-71.71;16; ;mb;4.6;OFFSHORE COQUIMBO, CHILE;2016-10-15 05:58;534576;
2016-10-01;11:15:00;40.29;-124.46;16; ;MD;2.5;OFFSHORE NORTHERN CALIFORNIA;2016-10-04 16:49;534572;
2016-10-01;11:11:05;13.82;-60.45;5; ;M ;3.6;ST. LUCIA REGION, WINDWARD ISL.;2016-10-01 11:18;534573;
2016-10-01;11:03:45;34.68;141.72;10;f;mb;4.6;OFF EAST COAST OF HONSHU, JAPAN;2016-10-01 15:30;534575;
2016-10-01;10:58:31;36.41;-96.86;6; ;mb;2.5;OKLAHOMA;2016-10-01 20:47;534571;
2016-10-01;10:30:45;36.20;33.39;5; ;ML;2.3;CENTRAL TURKEY;2016-10-01 15:39;534564;
2016-10-01;10:30:31;39.23;-27.72;40; ;M ;3.7;AZORES ISLANDS, PORTUGAL;2016-10-01 10:52;534568;
2016-10-01;10:25:56;-29.61;-72.07;10;f;Mw;4.7;OFFSHORE COQUIMBO, CHILE;2016-10-01 15:24;534562;
2016-10-01;10:23:18;38.96;27.80;5; ;ML;2.2;WESTERN TURKEY;2016-10-01 10:57;534570;
2016-10-01;10:20:22;39.47;-105.49;5;f;ML;2.4;COLORADO;2016-10-01 21:28;534607;
2016-10-01;10:17:39;40.58;31.65;7; ;ML;2.1;WESTERN TURKEY;2016-10-01 10:26;534559;
2016-10-01;10:13:51;39.17;29.01;6; ;ML;2.5;WESTERN TURKEY;2016-10-01 10:54;534569;
2016-10-01;09:44:57;37.59;26.68;14; ;ML;2.1;DODECANESE ISLANDS, GREECE;2016-10-01 10:06;534557;
2016-10-01;09:40:23;34.78;141.58;10;f;mb;4.9;OFF EAST COAST OF HONSHU, JAPAN;2016-10-01 15:21;534556;
2016-10-01;09:37:59;-12.51;166.54;62; ;mb;4.9;SANTA CRUZ ISLANDS;2016-10-01 15:19;534555;
2016-10-01;09:37:02;37.63;-122.47;8; ;MD;2.0;SAN FRANCISCO BAY AREA, CALIF.;2016-10-04 00:20;534554;
2016-10-01;09:24:19;38.88;27.75;6; ;ML;2.8;WESTERN TURKEY;2016-10-01 12:09;534552;
2016-10-01;09:22:44;38.85;27.80;7; ;ML;2.9;WESTERN TURKEY;2016-10-01 15:16;534553;
2016-10-01;09:19:36;-1.89;141.61;10;f;mb;4.5;NINIGO ISLANDS REGION, P.N.G.;2016-10-01 15:11;534566;
2016-10-01;09:13:34;37.22;28.15;5; ;ML;2.1;WESTERN TURKEY;2016-10-01 09:27;534551;
2016-10-01;08:42:42;-30.59;-71.40;34; ;ML;2.7;COQUIMBO, CHILE;2016-10-01 09:00;534546;
2016-10-01;08:31:02;62.83;-150.99;101; ;Ml;2.0;CENTRAL ALASKA;2016-10-06 02:16;534548;
2016-10-01;08:30:57;44.74;-110.78;8; ;ML;2.2;YELLOWSTONE NAT. PARK, WYOMING;2016-10-03 15:34;534880;
2016-10-01;08:22:51;18.84;-64.99;23; ;Md;2.9;VIRGIN ISLANDS REGION;2016-10-01 13:25;534588;
2016-10-01;08:20:16;28.32;56.62;8; ;ML;3.7;SOUTHERN IRAN;2016-10-01 08:29;534544;
2016-10-01;08:13:12;41.04;70.84;20; ;mb;4.3;EASTERN UZBEKISTAN;2016-10-01 11:23;534574;
2016-10-01;08:08:03;34.80;24.26;23; ;ML;2.3;CRETE, GREECE;2016-10-01 10:48;534567;
2016-10-01;08:04:38;34.91;73.72;40;f;mb;5.3;PAKISTAN;2016-10-01 15:08;534540;
2016-10-01;08:01:12;34.76;141.85;10; ;mb;4.5;OFF EAST COAST OF HONSHU, JAPAN;2016-10-01 09:20;534550;
2016-10-01;07:53:29;36.24;-120.36;11; ;Mw;3.5;CENTRAL CALIFORNIA;2016-10-03 20:03;534533;
2016-10-01;07:32:41;36.94;27.61;23; ;ML;2.0;DODECANESE IS.-TURKEY BORDER REG;2016-10-01 07:37;534530;
2016-10-01;07:27:43;19.35;-64.71;50; ;Md;2.9;VIRGIN ISLANDS REGION;2016-10-01 12:40;534584;
2016-10-01;07:27:31;56.75;-155.28;25; ;Ml;2.1;ALASKA PENINSULA;2016-10-08 00:41;535383;
2016-10-01;07:14:27;39.39;40.53;8; ;ML;2.7;EASTERN TURKEY;2016-10-01 07:30;534529;
2016-10-01;06:50:04;79.24;3.48;15; ;ML;2.3;GREENLAND SEA;2016-10-03 10:08;534847;
2016-10-01;06:37:22;34.65;24.96;10;f;ML;2.9;CRETE, GREECE;2016-10-01 15:02;534527;
2016-10-01;05:57:47;37.86;-118.07;6; ;ML;2.1;NEVADA;2016-10-02 02:35;534520;
2016-10-01;05:31:49;37.57;29.20;10; ;ML;2.1;WESTERN TURKEY;2016-10-01 05:36;534519;
2016-10-01;05:26:50;38.83;43.20;15; ;ML;2.3;EASTERN TURKEY;2016-10-01 05:33;534518;
2016-10-01;05:15:50;6.79;-73.16;146; ;Mw;3.4;NORTHERN COLOMBIA;2016-10-01 05:26;534517;
2016-10-01;05:13:21;36.05;27.48;8; ;ML;2.2;DODECANESE IS.-TURKEY BORDER REG;2016-10-01 05:21;534516;
2016-10-01;05:04:17;19.00;-64.94;16; ;Md;3.2;VIRGIN ISLANDS REGION;2016-10-01 05:20;534515;
2016-10-01;05:03:04;19.01;-64.96;40; ;Md;2.1;VIRGIN ISLANDS REGION;2016-10-01 08:21;534543;
2016-10-01;04:58:33;20.21;-155.96;38; ;MD;2.3;HAWAII REGION, HAWAII;2016-10-05 00:01;534513;
2016-10-01;04:54:43;62.21;-141.63;11; ;Ml;3.4;CENTRAL ALASKA;2016-10-08 00:42;534514;
2016-10-01;04:48:29;42.33;41.01;1; ;ML;3.0;BLACK SEA, OFFSHORE GEORGIA;2016-10-01 08:20;534542;
2016-10-01;04:39:42;14.65;-92.71;80; ;mb;4.5;OFFSHORE CHIAPAS, MEXICO;2016-10-04 09:05;534510;
2016-10-01;04:38:57;35.28;22.98;18; ;ML;2.3;CENTRAL MEDITERRANEAN SEA;2016-10-01 09:08;534549;
2016-10-01;04:38:00;36.06;6.27;10; ; M;3.1;NORTHERN ALGERIA;2016-10-01 05:00;534511;
2016-10-01;04:37:19;34.85;32.54;25; ;ML;2.4;CYPRUS REGION;2016-10-03 11:53;534836;
2016-10-01;04:31:38;61.66;-147.69;20; ;Ml;2.0;SOUTHERN ALASKA;2016-10-01 04:52;534507;
2016-10-01;04:31:10;-37.88;177.87;10; ;M ;4.1;OFF E. COAST OF N. ISLAND, N.Z.;2016-10-01 04:35;534503;
2016-10-01;04:25:43;-23.64;-179.95;533; ;mb;5.5;SOUTH OF FIJI ISLANDS;2016-10-01 14:59;534502;
2016-10-01;04:19:16;28.12;57.74;9; ;ML;3.8;SOUTHERN IRAN;2016-10-01 05:00;534512;
2016-10-01;04:17:29;60.31;-153.05;128; ;Ml;2.0;SOUTHERN ALASKA;2016-10-06 02:16;535389;
2016-10-01;04:09:55;53.44;-163.40;27; ;Ml;3.6;UNIMAK ISLAND REGION, ALASKA;2016-10-08 00:42;534500;
2016-10-01;04:05:29;18.82;-156.29;44; ;MD;2.5;HAWAII REGION, HAWAII;2016-10-04 23:32;534496;
2016-10-01;03:20:00;36.42;1.70;10; ; M;3.3;NORTHERN ALGERIA;2016-10-01 04:15;534498;
2016-10-01;03:15:58;19.00;-64.87;29; ;Md;2.3;VIRGIN ISLANDS REGION;2016-10-01 08:03;534534;
2016-10-01;03:15:40;42.81;13.23;8; ;ML;2.5;CENTRAL ITALY;2016-10-01 03:32;534491;
2016-10-01;03:11:05;-20.41;-69.16;92; ;ML;3.6;TARAPACA, CHILE;2016-10-01 03:23;534490;
2016-10-01;03:02:02;38.07;20.28;18; ;ML;2.1;GREECE;2016-10-04 10:36;535046;
2016-10-01;02:58:56;34.94;23.15;17; ;ML;2.6;CRETE, GREECE;2016-10-01 08:44;534487;
2016-10-01;02:58:45;38.78;-122.73;2; ;MD;2.1;NORTHERN CALIFORNIA;2016-10-03 19:39;534486;
2016-10-01;02:41:44;63.06;-149.10;74; ;Ml;3.7;CENTRAL ALASKA;2016-10-08 00:42;534489;
2016-10-01;02:33:10;61.68;-151.30;70; ;Ml;2.0;SOUTHERN ALASKA;2016-10-06 02:16;534485;
2016-10-01;02:33:03;-13.18;167.17;225; ;Mw;5.4;VANUATU;2016-10-01 14:48;534483;
2016-10-01;02:04:38;37.46;20.56;8; ;ML;2.1;IONIAN SEA;2016-10-01 07:54;534531;
2016-10-01;01:59:44;-20.26;-69.15;95; ;ML;3.2;TARAPACA, CHILE;2016-10-01 02:45;534484;
2016-10-01;01:51:17;36.70;31.21;100; ;ML;2.4;WESTERN TURKEY;2016-10-06 11:33;534482;
2016-10-01;01:35:43;5.30;-73.74;145; ;Mw;3.6;COLOMBIA;2016-10-01 01:46;534480;
